ocid,release_id,date,buyer_name,buyer_id,tender_id,tender_title,mainProcurementCategory,tender_minValue,tender_datePublished,tender_status,award_id,award_title,award_date,award_value,award_supplier
ocds-20h3g7-29270127,ocds-20h3g7-29270127-1,2015-10-09T00:00:00.000000Z,,D75,29270127,"Peningkatan Jl. Satria I, Jl. Pemandangan II, III",works,1556171610.0,2015-09-22T00:00:00.000000Z,complete,29270127-1,"Peningkatan Jl. Satria I, Jl. Pemandangan II, III",2015-10-09T00:00:00.000000Z,1234042892.0,PT. ROSANA JAYA INDAH
ocds-20h3g7-29273127,ocds-20h3g7-29273127-1,2015-10-09T00:00:00.000000Z,,D75,29273127,Peningkatan Jl. Mangga Dua VIII Kel. Ancol,works,370470360.0,2015-09-22T00:00:00.000000Z,complete,29273127-1,Peningkatan Jl. Mangga Dua VIII Kel. Ancol,2015-10-09T00:00:00.000000Z,311235192.0,CV. RAYNALDO JAYA BERSAMA
ocds-20h3g7-29274127,ocds-20h3g7-29274127-1,2015-10-09T00:00:00.000000Z,,D75,29274127,"041. Peningkatan Jl. Lodan Dalam, Jl. Ampera 6",works,907970170.0,2015-09-23T00:00:00.000000Z,complete,29274127-1,"041. Peningkatan Jl. Lodan Dalam, Jl. Ampera 6",2015-10-09T00:00:00.000000Z,774763370.0,PT.DUO SRIKANDI PALEMBANG
ocds-20h3g7-29275127,ocds-20h3g7-29275127-1,2015-10-13T00:00:00.000000Z,,D74,29275127,Lanjutan Pembangunan Penambahan Gedung Kantor,works,550000000.0,2015-09-25T00:00:00.000000Z,complete,29275127-1,Lanjutan Pembangunan Penambahan Gedung Kantor,2015-10-13T00:00:00.000000Z,518650000.0,PT. PUTRA PARSURATAN KARYA UTAMA
ocds-20h3g7-29276127,ocds-20h3g7-29276127-2,2015-10-02T00:00:00.000000Z,,D71,29276127,Pembangunan / Peningkatan Kualitas Pencahayaan Kota Pada Jalan MHT Kecamatan Kebayoran Lama I,works,635532370.0,2015-09-21T00:00:00.000000Z,complete,29276127-1,Pembangunan / Peningkatan Kualitas Pencahayaan Kota Pada Jalan MHT Kecamatan Kebayoran Lama I,2015-10-02T00:00:00.000000Z,603822340.0,PT. MUTIARA INTRAREKSA
ocds-20h3g7-29277127,ocds-20h3g7-29277127-2,2015-10-09T00:00:00.000000Z,Sekretariat Kabinet,L56,29277127,"Pengerasan Halaman SDN Kota Bambu 03/04,05,06",works,605009175.0,2015-09-21T00:00:00.000000Z,complete,29277127-1,"Pengerasan Halaman SDN Kota Bambu 03/04,05,06",2015-10-09T00:00:00.000000Z,554730000.0,TEBING BERKARYA
ocds-20h3g7-29278127,ocds-20h3g7-29278127-2,2015-10-02T00:00:00.000000Z,,D71,29278127,Pembangunan / Peningkatan Kualitas Pencahayaan Kota Pada Jalan MHT Kecamatan Kebayoran Lama II,works,635532370.0,2015-09-21T00:00:00.000000Z,complete,29278127-1,Pembangunan / Peningkatan Kualitas Pencahayaan Kota Pada Jalan MHT Kecamatan Kebayoran Lama II,2015-10-02T00:00:00.000000Z,599523870.0,PT. Gemilang Radja Elektrik
ocds-20h3g7-29279127,ocds-20h3g7-29279127-2,2015-10-19T00:00:00.000000Z,Sekretariat Kabinet,L56,29279127,Perawatan Berat Gedung SDLB Negeri 06,works,1611839060.0,2015-09-21T00:00:00.000000Z,complete,29279127-1,Perawatan Berat Gedung SDLB Negeri 06,2015-10-19T00:00:00.000000Z,1332172784.0,REBEKKA GEMILANG
ocds-20h3g7-29281127,ocds-20h3g7-29281127-2,2015-10-02T00:00:00.000000Z,,D71,29281127,Pembangunan / Peningkatan Kualitas Pencahayaan Kota Pada Jalan MHT Kecamatan Setiabudi II,works,522864540.0,2015-09-21T00:00:00.000000Z,complete,29281127-1,Pembangunan / Peningkatan Kualitas Pencahayaan Kota Pada Jalan MHT Kecamatan Setiabudi II,2015-10-02T00:00:00.000000Z,513419940.0,PT. Aman Elektro
ocds-20h3g7-29282127,ocds-20h3g7-29282127-1,2015-10-09T00:00:00.000000Z,,D75,29282127,Peningkatan Jl. Tipar Cakung Menuju SMA Negeri 83,works,654015880.0,2015-09-22T00:00:00.000000Z,complete,29282127-1,Peningkatan Jl. Tipar Cakung Menuju SMA Negeri 83,2015-10-09T00:00:00.000000Z,552441489.0,PT. TERMINTIGA JAYA
ocds-20h3g7-29284127,ocds-20h3g7-29284127-2,2015-10-12T00:00:00.000000Z,Sekretariat Kabinet,L56,29284127,Pemagaran SDN Slipi 11/12,works,498592278.0,2015-09-22T00:00:00.000000Z,complete,29284127-1,Pemagaran SDN Slipi 11/12,2015-10-12T00:00:00.000000Z,428670000.0,PT. TUMORANG CAHAYA ABADI
ocds-20h3g7-29285127,ocds-20h3g7-29285127-1,2015-10-09T00:00:00.000000Z,,D75,29285127,Peningkatan Jl. Boulevard Timur Arah Pegangsaan Dua,works,583116910.0,2015-09-22T00:00:00.000000Z,complete,29285127-1,Peningkatan Jl. Boulevard Timur Arah Pegangsaan Dua,2015-10-09T00:00:00.000000Z,472296000.0,CV. INOVASI KARYA
ocds-20h3g7-29286127,ocds-20h3g7-29286127-1,2015-10-09T00:00:00.000000Z,Pemerintah Daerah Provinsi DKI Jakarta,D69,29286127,Belanja Modal Pengadaan Konstruksi/Pembelian Rambu Darat (Pembangunan Prasarana Pendukung Pembatasan Lalu Lintas)  ,works,488829000.0,2015-09-21T00:00:00.000000Z,complete,29286127-1,Belanja Modal Pengadaan Konstruksi/Pembelian Rambu Darat (Pembangunan Prasarana Pendukung Pembatasan Lalu Lintas)  ,2015-10-09T00:00:00.000000Z,384244000.0,"Perdana Putra, cv"
ocds-20h3g7-29292127,ocds-20h3g7-29292127-2,2015-10-20T00:00:00.000000Z,Pemerintah Daerah Provinsi DKI Jakarta,D69,29292127,Pelaksanaan Fisik Rehab Total Kantor PMI Jakarta Selatan  ,works,4620388000.0,2015-09-28T00:00:00.000000Z,complete,29292127-1,Pelaksanaan Fisik Rehab Total Kantor PMI Jakarta Selatan  ,2015-10-20T00:00:00.000000Z,4264355000.0,PT.PITACO MITRA PERKASA
ocds-20h3g7-29293127,ocds-20h3g7-29293127-1,2015-10-09T00:00:00.000000Z,Pemerintah Daerah Provinsi DKI Jakarta,D69,29293127,Belanja Modal Pengadaan Konstruksi/Pembelian Gedung Kantor (Pembangunan Jalur Hijau di Wilayah Jakarta Pusat)  ,works,277549670.0,2015-09-21T00:00:00.000000Z,complete,29293127-1,Belanja Modal Pengadaan Konstruksi/Pembelian Gedung Kantor (Pembangunan Jalur Hijau di Wilayah Jakarta Pusat)  ,2015-10-09T00:00:00.000000Z,264014898.0,CV.PETRA RONATAMA PERKASA
ocds-20h3g7-29294127,ocds-20h3g7-29294127-1,2015-10-02T00:00:00.000000Z,Pemerintah Daerah Provinsi DKI Jakarta,D69,29294127,Belanja Bahan Dan Pangan Kegiatan Pendampingan Sosial Orang Dengan HIV/AIDS,goods,527000000.0,2015-09-21T00:00:00.000000Z,complete,29294127-1,Belanja Bahan Dan Pangan Kegiatan Pendampingan Sosial Orang Dengan HIV/AIDS,2015-10-02T00:00:00.000000Z,498500000.0,CV.BETHANI BEGAWAN ADIDAYA
ocds-20h3g7-29295127,ocds-20h3g7-29295127-1,2015-10-07T00:00:00.000000Z,,D73,29295127,Belanja Bahan dan Pangan,goods,258870260.0,2015-09-21T00:00:00.000000Z,complete,29295127-1,Belanja Bahan dan Pangan,2015-10-07T00:00:00.000000Z,258509350.0,PT. Zalfa Mandiri
ocds-20h3g7-29298127,ocds-20h3g7-29298127-1,2015-10-09T00:00:00.000000Z,Pemerintah Daerah Provinsi DKI Jakarta,D69,29298127,Pembangunan IPAL,works,3886400000.0,2015-09-22T00:00:00.000000Z,complete,29298127-1,Pembangunan IPAL,2015-10-09T00:00:00.000000Z,3563000000.0,PT. ROGABE PASTRI
ocds-20h3g7-29301127,ocds-20h3g7-29301127-1,2015-10-06T00:00:00.000000Z,,D72,29301127,Perbaikan Jalur Hijau Jl Cik Di Tiro Jakarta Pusat,works,414569239.0,2015-09-23T00:00:00.000000Z,complete,29301127-1,Perbaikan Jalur Hijau Jl Cik Di Tiro Jakarta Pusat,2015-10-06T00:00:00.000000Z,337932100.0,PT. PURI HIDAYAH MANDIRI
ocds-20h3g7-29302127,ocds-20h3g7-29302127-1,2015-10-09T00:00:00.000000Z,,D75,29302127,Pembangunan Trotoar Jl. Tenggiri (Menunjang Destinasi Wisata),works,701570253.0,2015-09-22T00:00:00.000000Z,complete,29302127-1,Pembangunan Trotoar Jl. Tenggiri (Menunjang Destinasi Wisata),2015-10-09T00:00:00.000000Z,582279794.0,CV. UJUNG DOLOK PERKASA
ocds-20h3g7-29304127,ocds-20h3g7-29304127-1,2015-10-16T00:00:00.000000Z,,D75,29304127,Peningkatan Jl. Ancol Selatan I,works,1127637350.0,2015-09-25T00:00:00.000000Z,complete,29304127-1,Peningkatan Jl. Ancol Selatan I,2015-10-16T00:00:00.000000Z,954580000.0,Risma Sari Utama
ocds-20h3g7-29305127,ocds-20h3g7-29305127-1,2015-10-06T00:00:00.000000Z,,D74,29305127,PENINGKATAN TAMAN BARKAH,works,893673252.0,2015-09-22T00:00:00.000000Z,complete,29305127-1,PENINGKATAN TAMAN BARKAH,2015-10-06T00:00:00.000000Z,723883773.0,CV. RINGO PELITA HARAPAN
ocds-20h3g7-29306127,ocds-20h3g7-29306127-1,2015-10-06T00:00:00.000000Z,,D71,29306127,Peningkatan Trotoar dan Saluran Tepi di Wilayah Kota Administrasi Jakarta Selatan (Kecamatan Pasar Minggu),works,4747620000.0,2015-09-22T00:00:00.000000Z,complete,29306127-1,Peningkatan Trotoar dan Saluran Tepi di Wilayah Kota Administrasi Jakarta Selatan (Kecamatan Pasar Minggu),2015-10-06T00:00:00.000000Z,4230926000.0,PT. BATUHOBON JAYA
ocds-20h3g7-29307127,ocds-20h3g7-29307127-1,2015-10-07T00:00:00.000000Z,,D71,29307127,Peningkatan Trotoar dan Saluran Tepi  di Wilayah Kota Administrasi Jakarta Selatan (Kecamatan Jagakarsa),works,6785065000.0,2015-09-22T00:00:00.000000Z,complete,29307127-1,Peningkatan Trotoar dan Saluran Tepi  di Wilayah Kota Administrasi Jakarta Selatan (Kecamatan Jagakarsa),2015-10-07T00:00:00.000000Z,6043499000.0,PT. BATUHOBON JAYA
ocds-20h3g7-29310127,ocds-20h3g7-29310127-1,2015-10-09T00:00:00.000000Z,Pemerintah Daerah Provinsi DKI Jakarta,D69,29310127,Pembangunan/Peningkatan Jalan - Jalan Strategis di Prov. DKI Jakarta   (Pekerjaan Marka Jalan)  ,works,2369371620.0,2015-09-22T00:00:00.000000Z,complete,29310127-1,Pembangunan/Peningkatan Jalan - Jalan Strategis di Prov. DKI Jakarta   (Pekerjaan Marka Jalan)  ,2015-10-09T00:00:00.000000Z,1886642000.0,PT. VOLGATRA RESINDO UTAMA
ocds-20h3g7-29312127,ocds-20h3g7-29312127-1,2015-10-09T00:00:00.000000Z,,D75,29312127,Peningkatan Jl. Warakas III Gg. 9,works,331285640.0,2015-09-23T00:00:00.000000Z,complete,29312127-1,Peningkatan Jl. Warakas III Gg. 9,2015-10-09T00:00:00.000000Z,281023710.0,PT.WIRA BASA
ocds-20h3g7-29314127,ocds-20h3g7-29314127-1,2015-10-09T00:00:00.000000Z,,D75,29314127,"Pembangunan/Peningkatan Saluran Air Kawasan Kec. Koja (Saluran Jl. Bhayangkara Sisi Selatan, Jl. Kp. Mangga, Jl. Pembangunan I (Lanjutan)",works,2198898720.0,2015-09-29T00:00:00.000000Z,complete,29314127-1,"Pembangunan/Peningkatan Saluran Air Kawasan Kec. Koja (Saluran Jl. Bhayangkara Sisi Selatan, Jl. Kp. Mangga, Jl. Pembangunan I (Lanjutan)",2015-10-09T00:00:00.000000Z,1732052661.0,PT. GOHAS TIAN GEMILANG
ocds-20h3g7-29316127,ocds-20h3g7-29316127-2,2015-10-06T00:00:00.000000Z,,D71,29316127,Perawatan Berat Lanjutan Gedung SDN Grogol Selatan 01-02-03-04,works,2034059000.0,2015-09-26T00:00:00.000000Z,complete,29316127-1,Perawatan Berat Lanjutan Gedung SDN Grogol Selatan 01-02-03-04,2015-10-06T00:00:00.000000Z,1621565000.0,MANUMPAK INDAH SEJATI
ocds-20h3g7-29318127,ocds-20h3g7-29318127-1,2015-10-12T00:00:00.000000Z,,D75,29318127,Belanja Jasa Penyelenggaraan Acara (Event Organizer) Kebaharian Fair (Lelang Ulang),services,763673900.0,2015-09-23T00:00:00.000000Z,complete,29318127-1,Belanja Jasa Penyelenggaraan Acara (Event Organizer) Kebaharian Fair (Lelang Ulang),2015-10-12T00:00:00.000000Z,728420000.0,PT. WAHANA PROMOSINDO
ocds-20h3g7-29319127,ocds-20h3g7-29319127-1,2015-10-08T00:00:00.000000Z,,D75,29319127,Peninggian Dermaga Timur,works,7497134000.0,2015-09-23T00:00:00.000000Z,complete,29319127-1,Peninggian Dermaga Timur,2015-10-08T00:00:00.000000Z,5997285000.0,PT. BRAHMAKERTA ADIWIRA
ocds-20h3g7-29320127,ocds-20h3g7-29320127-1,2015-10-08T00:00:00.000000Z,,D75,29320127,Peninggian Jalan Kawasan Pelabuhan,works,7813695000.0,2015-09-23T00:00:00.000000Z,complete,29320127-1,Peninggian Jalan Kawasan Pelabuhan,2015-10-08T00:00:00.000000Z,6493996000.0,PT. DAMBHA PRIMA UTAMA
ocds-20h3g7-29321127,ocds-20h3g7-29321127-1,2015-10-20T00:00:00.000000Z,,D74,29321127,Belanja Alat Kebersihan (Tong Sampah Pilah),goods,282139550.0,2015-10-05T00:00:00.000000Z,complete,29321127-1,Belanja Alat Kebersihan (Tong Sampah Pilah),2015-10-20T00:00:00.000000Z,241395000.0,CV. MITRA TEKNIKINDO
ocds-20h3g7-29322127,ocds-20h3g7-29322127-2,2015-10-13T00:00:00.000000Z,Pemerintah Daerah Provinsi DKI Jakarta,D69,29322127,Pengadaan Sewa Mesin Fotocopy PTSP Se-Jakarta Barat,services,661650000.0,2015-09-25T00:00:00.000000Z,complete,29322127-1,Pengadaan Sewa Mesin Fotocopy PTSP Se-Jakarta Barat,2015-10-13T00:00:00.000000Z,411941750.0,PT. SETIAWAN KUMALAGIRI
ocds-20h3g7-29323127,ocds-20h3g7-29323127-2,2015-10-13T00:00:00.000000Z,Pemerintah Daerah Provinsi DKI Jakarta,D69,29323127,Pengadaan Sewa Mesin Fotocopy PTSP Se-Jakarta Timur,services,946275000.0,2015-09-25T00:00:00.000000Z,complete,29323127-1,Pengadaan Sewa Mesin Fotocopy PTSP Se-Jakarta Timur,2015-10-13T00:00:00.000000Z,441100000.0,PT. MAHAZA MITRA SOLUSI
ocds-20h3g7-29324127,ocds-20h3g7-29324127-2,2015-10-13T00:00:00.000000Z,Pemerintah Daerah Provinsi DKI Jakarta,D69,29324127,Pengadaan Sewa Mesin Fotocopy PTSP Se-Jakarta Utara dan Se-Kepulauan Seribu,services,475062500.0,2015-09-25T00:00:00.000000Z,complete,29324127-1,Pengadaan Sewa Mesin Fotocopy PTSP Se-Jakarta Utara dan Se-Kepulauan Seribu,2015-10-13T00:00:00.000000Z,392700000.0,PT. MAHAZA MITRA SOLUSI
ocds-20h3g7-29325127,ocds-20h3g7-29325127-1,2015-10-05T00:00:00.000000Z,,D70,29325127,"Peningkatan/Perbaikan Saluran RW. 01, 02, 03 Pulau Panggang Kelurahan Pulau Panggang",works,570481000.0,2015-09-25T00:00:00.000000Z,complete,29325127-1,"Peningkatan/Perbaikan Saluran RW. 01, 02, 03 Pulau Panggang Kelurahan Pulau Panggang",2015-10-05T00:00:00.000000Z,530992073.05,PT. SABA BONAJAYA
ocds-20h3g7-29326127,ocds-20h3g7-29326127-2,2015-10-07T00:00:00.000000Z,,D71,29326127,Pengadaan  016 / Perawatan Berat Gedung SDN Pejaten Timur 11  ,works,1798140000.0,2015-09-25T00:00:00.000000Z,complete,29326127-1,Pengadaan  016 / Perawatan Berat Gedung SDN Pejaten Timur 11  ,2015-10-07T00:00:00.000000Z,1589928700.0,PT. RISAKA MIDIANDO
ocds-20h3g7-29328127,ocds-20h3g7-29328127-1,2015-10-19T00:00:00.000000Z,Pemerintah Daerah Provinsi DKI Jakarta,D69,29328127,"Pemeliharaan Layanan Kebersihan (Cleaning Service) Gedung komplek balaikota Blok D,E,F, Blok G, Blok H dan Balai Agung Provinsi DKI Jakarta",goods,420839829.0,2015-10-02T00:00:00.000000Z,complete,29328127-1,"Pemeliharaan Layanan Kebersihan (Cleaning Service) Gedung komplek balaikota Blok D,E,F, Blok G, Blok H dan Balai Agung Provinsi DKI Jakarta",2015-10-19T00:00:00.000000Z,373722000.0,PT. JASATAMA BUILDING
ocds-20h3g7-29335127,ocds-20h3g7-29335127-1,2015-10-20T00:00:00.000000Z,Pemerintah Daerah Provinsi DKI Jakarta,D69,29335127,Pengadaan Alat Ukur GPS Geodetik (Lelang Ulang),goods,983400000.0,2015-09-23T00:00:00.000000Z,complete,29335127-1,Pengadaan Alat Ukur GPS Geodetik (Lelang Ulang),2015-10-20T00:00:00.000000Z,933570000.0,PT. ATALA JAYA
ocds-20h3g7-29336127,ocds-20h3g7-29336127-3,2015-10-08T00:00:00.000000Z,,D73,29336127,Pengadaan Barang Pakai Habis Sandang SUDIN PEMADAM KEBAKARAN DAN PENANGGULANGAN BENCANA - JAKBAR,goods,379948433.0,2015-09-23T00:00:00.000000Z,complete,29336127-1,Pengadaan Barang Pakai Habis Sandang SUDIN PEMADAM KEBAKARAN DAN PENANGGULANGAN BENCANA - JAKBAR,2015-10-08T00:00:00.000000Z,305197200.0,Prima Buana Persada
ocds-20h3g7-29337127,ocds-20h3g7-29337127-3,2015-10-01T00:00:00.000000Z,Pemerintah Daerah Provinsi DKI Jakarta,D69,29337127,Belanja Pemeliharaan Alat Pendingin-Pemeliharaan Gedung,services,4262514220.8,2015-09-23T00:00:00.000000Z,complete,29337127-1,Belanja Pemeliharaan Alat Pendingin-Pemeliharaan Gedung,2015-10-01T00:00:00.000000Z,3896300000.0,PT. GLOBAL PERSADA ABADI
ocds-20h3g7-29339127,ocds-20h3g7-29339127-1,2015-10-21T00:00:00.000000Z,Pemerintah Daerah Provinsi DKI Jakarta,D69,29339127,Pengecatan Marka Jalan di Kawasan Koridor 12,works,487416000.0,2015-09-25T00:00:00.000000Z,complete,29339127-1,Pengecatan Marka Jalan di Kawasan Koridor 12,2015-10-21T00:00:00.000000Z,447155000.0,CV. FORTITO BARITO
ocds-20h3g7-29340127,ocds-20h3g7-29340127-1,2015-10-21T00:00:00.000000Z,Pemerintah Daerah Provinsi DKI Jakarta,D69,29340127,Pengecatan Marka Jalan di Kawasan Koridor 11,works,444779000.0,2015-09-25T00:00:00.000000Z,complete,29340127-1,Pengecatan Marka Jalan di Kawasan Koridor 11,2015-10-21T00:00:00.000000Z,395480000.0,CV. BATAVIA AGUNG
ocds-20h3g7-29341127,ocds-20h3g7-29341127-1,2015-10-21T00:00:00.000000Z,Pemerintah Daerah Provinsi DKI Jakarta,D69,29341127,Pengecatan Marka Jalan di Kawasan Koridor 10,works,492563000.0,2015-09-25T00:00:00.000000Z,complete,29341127-1,Pengecatan Marka Jalan di Kawasan Koridor 10,2015-10-21T00:00:00.000000Z,411619100.0,CV.BRILIAN KRISDATAMA
ocds-20h3g7-29342127,ocds-20h3g7-29342127-1,2015-10-07T00:00:00.000000Z,,D72,29342127,Belanja Pemeliharaan Mesin Pompa Air,works,213678000.0,2015-09-24T00:00:00.000000Z,complete,29342127-1,Belanja Pemeliharaan Mesin Pompa Air,2015-10-07T00:00:00.000000Z,204490000.0,PT. BONINDO LARA SAKTI
ocds-20h3g7-29344127,ocds-20h3g7-29344127-1,2015-10-16T00:00:00.000000Z,,D72,29344127,Penanganan Saluran Kecamatan Cempaka Putih,works,426415250.0,2015-10-02T00:00:00.000000Z,complete,29344127-1,Penanganan Saluran Kecamatan Cempaka Putih,2015-10-16T00:00:00.000000Z,305908007.0,CV. MARSADA PUTRA
ocds-20h3g7-29346127,ocds-20h3g7-29346127-1,2015-10-19T00:00:00.000000Z,,D75,29346127,Pengadaan Alat Kesenian Sudin Pariwisata Kota Administrasi  Jakarta Utara,goods,338800000.0,2015-09-30T00:00:00.000000Z,complete,29346127-1,Pengadaan Alat Kesenian Sudin Pariwisata Kota Administrasi  Jakarta Utara,2015-10-19T00:00:00.000000Z,254066120.0,PT. YAFA INTERBUANA
ocds-20h3g7-29348127,ocds-20h3g7-29348127-2,2015-10-09T00:00:00.000000Z,,D72,29348127,Pelaksanaan Waterproofing Blok. B Kantor Pemerintah Kota Administrasi Jakarta Pusat ,works,377400000.0,2015-09-25T00:00:00.000000Z,complete,29348127-1,Pelaksanaan Waterproofing Blok. B Kantor Pemerintah Kota Administrasi Jakarta Pusat ,2015-10-09T00:00:00.000000Z,309980000.0,PT. RILESAN DAYA UTAMA
ocds-20h3g7-29350127,ocds-20h3g7-29350127-1,2015-10-09T00:00:00.000000Z,,D75,29350127,137. Pembangunan Trotoar Jl. Ende (Menunjang Destinasi Wisata),works,953469568.0,2015-09-25T00:00:00.000000Z,complete,29350127-1,137. Pembangunan Trotoar Jl. Ende (Menunjang Destinasi Wisata),2015-10-09T00:00:00.000000Z,740400700.0,CV.ROMASTA KARYA LESTARI
ocds-20h3g7-29351127,ocds-20h3g7-29351127-1,2015-10-09T00:00:00.000000Z,,D75,29351127,130. Pembangunan Trotoar Jl. Lagoa Kanal,works,279368265.0,2015-09-25T00:00:00.000000Z,complete,29351127-1,130. Pembangunan Trotoar Jl. Lagoa Kanal,2015-10-09T00:00:00.000000Z,231452120.0,PT.WIRA BASA
ocds-20h3g7-29352127,ocds-20h3g7-29352127-1,2015-10-22T00:00:00.000000Z,Pemerintah Daerah Provinsi DKI Jakarta,D69,29352127,Pengadaan Sertifikat BPTSP,services,3131128000.0,2015-09-30T00:00:00.000000Z,complete,29352127-1,Pengadaan Sertifikat BPTSP,2015-10-22T00:00:00.000000Z,1026256000.0,PT. MECOSUPRIN GRAFIA
ocds-20h3g7-29355127,ocds-20h3g7-29355127-1,2015-10-07T00:00:00.000000Z,,D71,29355127,Pengadaan Jasa Konsultansi Badan Usaha Peningkatan Trotoar dan Saluran Tepi di Wilayah Kota Administrasi Jakarta Selatan (Jasa Konsultansi Pengawasan Kecamatan Mampang Prapatan)  ,services,135918750.0,2015-09-25T00:00:00.000000Z,complete,29355127-1,Pengadaan Jasa Konsultansi Badan Usaha Peningkatan Trotoar dan Saluran Tepi di Wilayah Kota Administrasi Jakarta Selatan (Jasa Konsultansi Pengawasan Kecamatan Mampang Prapatan)  ,2015-10-07T00:00:00.000000Z,120098000.0,PT. BUMI MADANI
ocds-20h3g7-29358127,ocds-20h3g7-29358127-2,2015-10-06T00:00:00.000000Z,Pemerintah Daerah Provinsi DKI Jakarta,D69,29358127,Pengadaaan Bahan dan Pangan (Pengembangan dan Kemandirian KSB),goods,278030000.0,2015-09-25T00:00:00.000000Z,complete,29358127-1,Pengadaaan Bahan dan Pangan (Pengembangan dan Kemandirian KSB),2015-10-06T00:00:00.000000Z,244970000.0,CV.CITRA ANALISA ALIANSI
ocds-20h3g7-29359127,ocds-20h3g7-29359127-1,2015-10-20T00:00:00.000000Z,Pemerintah Daerah Provinsi DKI Jakarta,D69,29359127,Belanja Modal Pengadaan Komputer Mainframe/Server (Peningkatan Kapasitas Produksi Pada Server),goods,9652500000.0,2015-09-25T00:00:00.000000Z,complete,29359127-1,Belanja Modal Pengadaan Komputer Mainframe/Server (Peningkatan Kapasitas Produksi Pada Server),2015-10-20T00:00:00.000000Z,8277500000.0,PT. METROCOM GLOBAL SOLUSI
ocds-20h3g7-29362127,ocds-20h3g7-29362127-2,2015-10-16T00:00:00.000000Z,,D74,29362127,"Perawatan Berat SDN Kebon Manggis 11,12",works,1385827000.0,2015-09-28T00:00:00.000000Z,complete,29362127-1,"Perawatan Berat SDN Kebon Manggis 11,12",2015-10-16T00:00:00.000000Z,1108185800.0,PT.DELTON MARS LIEBE
ocds-20h3g7-29363127,ocds-20h3g7-29363127-2,2015-10-16T00:00:00.000000Z,,D74,29363127,Perawatan Berat SMPN 172,works,703470000.0,2015-09-28T00:00:00.000000Z,complete,29363127-1,Perawatan Berat SMPN 172,2015-10-16T00:00:00.000000Z,562873000.0,CV. MARUDUT JAYA
ocds-20h3g7-29365127,ocds-20h3g7-29365127-3,2015-10-16T00:00:00.000000Z,,D74,29365127,Pengadaan Belanja Bahan dan Pangan,goods,3903579061.0,2015-09-29T00:00:00.000000Z,complete,29365127-1,Pengadaan Belanja Bahan dan Pangan,2015-10-16T00:00:00.000000Z,3702851350.0,Moun Cino
ocds-20h3g7-29369127,ocds-20h3g7-29369127-1,2015-10-09T00:00:00.000000Z,,D72,29369127,Belanja Pakaian Kerja Lapangan RSUD Tarakan Tahun 2015  ,goods,1578253600.0,2015-09-25T00:00:00.000000Z,complete,29369127-1,Belanja Pakaian Kerja Lapangan RSUD Tarakan Tahun 2015  ,2015-10-09T00:00:00.000000Z,1539408200.0,CV. KARYA PUTERA SENTOSA
ocds-20h3g7-29372127,ocds-20h3g7-29372127-1,2015-10-09T00:00:00.000000Z,,D72,29372127,Belanja Modal Pengadaan Tenda Pleton Dinas Kesehatan Provinsi DKI Jakarta,goods,2999282000.0,2015-09-25T00:00:00.000000Z,complete,29372127-1,Belanja Modal Pengadaan Tenda Pleton Dinas Kesehatan Provinsi DKI Jakarta,2015-10-09T00:00:00.000000Z,2530000000.0,PT. MITRA MEDIKA UTAMA
ocds-20h3g7-29373127,ocds-20h3g7-29373127-1,2015-10-06T00:00:00.000000Z,,D71,29373127,Peningkatan Trotoar dan Saluran Tepi di Wilayah Kota Administrasi Jakarta Selatan (Jasa Konstruksi Kecamatan Pancoran),works,2029792000.0,2015-09-26T00:00:00.000000Z,complete,29373127-1,Peningkatan Trotoar dan Saluran Tepi di Wilayah Kota Administrasi Jakarta Selatan (Jasa Konstruksi Kecamatan Pancoran),2015-10-06T00:00:00.000000Z,1853780332.0,CV. INDO AGUNG SEJAHTERA
ocds-20h3g7-29375127,ocds-20h3g7-29375127-1,2015-10-16T00:00:00.000000Z,Pemerintah Daerah Provinsi DKI Jakarta,D69,29375127,Belanja Alat Tulis Kantor (Penyediaan Alat Tulis Kantor (ATK))  ,goods,508907744.0,2015-09-28T00:00:00.000000Z,complete,29375127-1,Belanja Alat Tulis Kantor (Penyediaan Alat Tulis Kantor (ATK))  ,2015-10-16T00:00:00.000000Z,418138000.0,CV. MAJU MAPAN SEJAHTERA
ocds-20h3g7-29377127,ocds-20h3g7-29377127-1,2015-10-09T00:00:00.000000Z,Pemerintah Daerah Provinsi DKI Jakarta,D69,29377127,Jakarta Fashion and Food Expo,services,4996932599.0,2015-09-29T00:00:00.000000Z,complete,29377127-1,Jakarta Fashion and Food Expo,2015-10-09T00:00:00.000000Z,4645693250.0,PT.GLOBAL SARANA CONVEX
ocds-20h3g7-29378127,ocds-20h3g7-29378127-1,2015-10-22T00:00:00.000000Z,,D74,29378127,Belanja Bahan dan Pangan,goods,1037853080.0,2015-10-09T00:00:00.000000Z,complete,29378127-1,Belanja Bahan dan Pangan,2015-10-22T00:00:00.000000Z,745470000.0,PT. SYIFA KARUNIA ABADI
ocds-20h3g7-29379127,ocds-20h3g7-29379127-1,2015-10-22T00:00:00.000000Z,,D74,29379127,Belanja Bahan Laboratorium,goods,569695500.0,2015-10-09T00:00:00.000000Z,complete,29379127-1,Belanja Bahan Laboratorium,2015-10-22T00:00:00.000000Z,417802000.0,PT. BUMI INDAH MEDIKA
