ocid,release_id,date,buyer_name,buyer_id,tender_id,tender_title,mainProcurementCategory,tender_minValue,tender_datePublished,tender_status,award_id,award_title,award_date,award_value,award_supplier
ocds-20h3g7-26691127,ocds-20h3g7-26691127-1,2015-06-04T00:00:00.000000Z,,,26691127,Pengadaan Jasa Konsultansi Badan Usaha  Pemeliharaan Berkala Berat Jalan di Kecamatan Setiabudi  (Jasa Konsultansi Pengawasan)  ,services,137038000.0,2015-05-18T00:00:00.000000Z,complete,26691127-1,Pengadaan Jasa Konsultansi Badan Usaha  Pemeliharaan Berkala Berat Jalan di Kecamatan Setiabudi  (Jasa Konsultansi Pengawasan)  ,2015-06-04T00:00:00.000000Z,123695000.0,PT. BUMI MADANI
ocds-20h3g7-26692127,ocds-20h3g7-26692127-1,2015-06-02T00:00:00.000000Z,,D71,26692127,Pemeliharaan Berkala Berat Jalan di Kecamatan Cilandak (Jasa Konsultan Pengawasan),services,190333000.0,2015-05-19T00:00:00.000000Z,complete,26692127-1,Pemeliharaan Berkala Berat Jalan di Kecamatan Cilandak (Jasa Konsultan Pengawasan),2015-06-02T00:00:00.000000Z,174955000.0,PT. NABELA KARYA ABADI
ocds-20h3g7-26693127,ocds-20h3g7-26693127-1,2015-05-29T00:00:00.000000Z,,D72,26693127,Belanja/Uang Makanan dan Minuman Peserta/Petugas/Panitia,services,1367799400.0,2015-05-19T00:00:00.000000Z,complete,26693127-1,Belanja/Uang Makanan dan Minuman Peserta/Petugas/Panitia,2015-05-29T00:00:00.000000Z,1261898440.0,PT. CAKRA WREDHI PRATAMA
ocds-20h3g7-26694127,ocds-20h3g7-26694127-1,2015-06-04T00:00:00.000000Z,Pemerintah Daerah Provinsi DKI Jakarta,D69,26694127,Penyediaan Makanan dan Minuman WBS PSTW Budi Mulia 3,goods,884565080.0,2015-05-20T00:00:00.000000Z,complete,26694127-1,Penyediaan Makanan dan Minuman WBS PSTW Budi Mulia 3,2015-06-04T00:00:00.000000Z,800000737.0,CV. KARINA LESTARI
ocds-20h3g7-26696127,ocds-20h3g7-26696127-1,2015-06-24T00:00:00.000000Z,,D72,26696127,Pengawasan Penyelesaian Pembangunan Blok D Kantor Pemerintah Kota Administrasi Jakarta Pusat,services,482597500.0,2015-05-19T00:00:00.000000Z,complete,26696127-1,Pengawasan Penyelesaian Pembangunan Blok D Kantor Pemerintah Kota Administrasi Jakarta Pusat,2015-06-24T00:00:00.000000Z,330000000.0,PT. TIRAMATSI UTAMA
ocds-20h3g7-26697127,ocds-20h3g7-26697127-1,2015-05-29T00:00:00.000000Z,,D71,26697127,Belanja Jasa Konsultansi Pengawasan Pemeliharaan Berkala Berat Jalan di Kecamatan Tebet,services,190333000.0,2015-05-19T00:00:00.000000Z,complete,26697127-1,Belanja Jasa Konsultansi Pengawasan Pemeliharaan Berkala Berat Jalan di Kecamatan Tebet,2015-05-29T00:00:00.000000Z,166040000.0,PT. PLATO ISOIKI
ocds-20h3g7-26699127,ocds-20h3g7-26699127-1,2015-05-29T00:00:00.000000Z,,D72,26699127,Penyediaan Makanan Dan Minuman WBS Panti Sosial Perlindungan Bhakti Kasih,goods,539655880.0,2015-05-19T00:00:00.000000Z,complete,26699127-1,Penyediaan Makanan Dan Minuman WBS Panti Sosial Perlindungan Bhakti Kasih,2015-05-29T00:00:00.000000Z,483006400.0,CV. AFIF ARTHA MULIA
ocds-20h3g7-26700127,ocds-20h3g7-26700127-1,2015-06-01T00:00:00.000000Z,,D74,26700127,Belanja Sewa Tenda Penyelenggaran Pekan Rakyat Kota Jakarta Timur,services,489390000.0,2015-05-21T00:00:00.000000Z,complete,26700127-1,Belanja Sewa Tenda Penyelenggaran Pekan Rakyat Kota Jakarta Timur,2015-06-01T00:00:00.000000Z,392260000.0,CV. RINO SATRIA
ocds-20h3g7-26701127,ocds-20h3g7-26701127-1,2015-06-09T00:00:00.000000Z,,,26701127,Pemasangan Jembatan Pipa Steel Diameter 300 mm Jl. R.A. Kartini,works,499259938.0,2015-05-20T00:00:00.000000Z,complete,26701127-1,Pemasangan Jembatan Pipa Steel Diameter 300 mm Jl. R.A. Kartini,2015-06-09T00:00:00.000000Z,447883876.0,PT. KALIBENING JAYA ABADI
ocds-20h3g7-26702127,ocds-20h3g7-26702127-1,2015-07-10T00:00:00.000000Z,,D75,26702127,Belanja Barang Pakai Habis Sandang,goods,274308100.0,2015-06-29T00:00:00.000000Z,complete,26702127-1,Belanja Barang Pakai Habis Sandang,2015-07-10T00:00:00.000000Z,251866841.0,CV. SOSOR LESTARI JAYA
ocds-20h3g7-26703127,ocds-20h3g7-26703127-1,2015-06-01T00:00:00.000000Z,,D71,26703127,Penyediaan Makanan dan Minuman WBS PSBR Taruna Jaya,goods,451664805.0,2015-05-20T00:00:00.000000Z,complete,26703127-1,Penyediaan Makanan dan Minuman WBS PSBR Taruna Jaya,2015-06-01T00:00:00.000000Z,432484800.0,CV. PELITA UTAMA MANDIRI
ocds-20h3g7-26704127,ocds-20h3g7-26704127-1,2015-06-11T00:00:00.000000Z,,,26704127,Pengadaan Alat Tulis Kantor (ATK) Kebutuhan PAM JAYA  ,goods,499378860.0,2015-05-22T00:00:00.000000Z,complete,26704127-1,Pengadaan Alat Tulis Kantor (ATK) Kebutuhan PAM JAYA  ,2015-06-11T00:00:00.000000Z,454942950.0,CV. LASKAR SEJATI
ocds-20h3g7-26705127,ocds-20h3g7-26705127-1,2015-06-05T00:00:00.000000Z,,D75,26705127,Belanja Bahan Pangan Panti Sosial Asuhan Anak Putra Utama 2,goods,569132850.0,2015-05-21T00:00:00.000000Z,complete,26705127-1,Belanja Bahan Pangan Panti Sosial Asuhan Anak Putra Utama 2,2015-06-05T00:00:00.000000Z,505996000.0,CV. ALAM PANGAN
ocds-20h3g7-26706127,ocds-20h3g7-26706127-1,2015-06-04T00:00:00.000000Z,,D71,26706127,Belanja Bahan dan Pangan (Penyediaan Makanan dan Minuman WBS Semester II PSAA Putra Utama 3),goods,860715020.0,2015-05-21T00:00:00.000000Z,complete,26706127-1,Belanja Bahan dan Pangan (Penyediaan Makanan dan Minuman WBS Semester II PSAA Putra Utama 3),2015-06-04T00:00:00.000000Z,740343888.0,PT.CIPTA ANUGRAH BINTANG SUBUR
ocds-20h3g7-26707127,ocds-20h3g7-26707127-1,2015-07-06T00:00:00.000000Z,Pemerintah Daerah Provinsi DKI Jakarta,D69,26707127,JASA KONSULTANSI PENGAWASAN PENYELESAIAN REHABILITASI TOTAL GEDUNG SDN KRAMAT JATI 27,services,242159500.0,2015-05-22T00:00:00.000000Z,complete,26707127-1,JASA KONSULTANSI PENGAWASAN PENYELESAIAN REHABILITASI TOTAL GEDUNG SDN KRAMAT JATI 27,2015-07-06T00:00:00.000000Z,223995000.0,PT.SARITAMA PURNAMA
ocds-20h3g7-26708127,ocds-20h3g7-26708127-1,2015-05-29T00:00:00.000000Z,Pemerintah Daerah Provinsi DKI Jakarta,D69,26708127,Penyelenggaraan Pemilihan Abang dan None Jakarta,services,4992122300.0,2015-05-22T00:00:00.000000Z,complete,26708127-1,Penyelenggaraan Pemilihan Abang dan None Jakarta,2015-05-29T00:00:00.000000Z,4641450000.0,PT. EKSPO KREATIF INDO
ocds-20h3g7-26709127,ocds-20h3g7-26709127-1,2015-07-03T00:00:00.000000Z,Pemerintah Daerah Provinsi DKI Jakarta,D69,26709127,Jasa Konsultansi Pengawasan Penyelesaian rehabilitasi total gedung SMP 197,services,242159500.0,2015-05-22T00:00:00.000000Z,complete,26709127-1,Jasa Konsultansi Pengawasan Penyelesaian rehabilitasi total gedung SMP 197,2015-07-03T00:00:00.000000Z,228261000.0,PT. SEWUN INDO KONSULTAN
ocds-20h3g7-26710127,ocds-20h3g7-26710127-1,2015-06-05T00:00:00.000000Z,Pemerintah Daerah Kabupaten Puncak Jaya,D342,26710127,Perbaikan Jalan Lingkungan/Orang/Saluran Kecamatan Jagakarsa (Jasa Konsultansi Pengawasan Pekerjaan Hotmix),services,63833000.0,2015-05-22T00:00:00.000000Z,complete,26710127-1,Perbaikan Jalan Lingkungan/Orang/Saluran Kecamatan Jagakarsa (Jasa Konsultansi Pengawasan Pekerjaan Hotmix),2015-06-05T00:00:00.000000Z,54890000.0,Danureksa Sarana Cipta
ocds-20h3g7-26711127,ocds-20h3g7-26711127-1,2015-06-05T00:00:00.000000Z,Pemerintah Daerah Provinsi DKI Jakarta,D69,26711127,Pengadaan Cetakan Khusus (Security Printing dan Formulir),services,545503365.0,2015-05-22T00:00:00.000000Z,complete,26711127-1,Pengadaan Cetakan Khusus (Security Printing dan Formulir),2015-06-05T00:00:00.000000Z,539880000.0,PT. SWADHARMA ERAGRAFINDO SARANA
ocds-20h3g7-26712127,ocds-20h3g7-26712127-1,2015-07-03T00:00:00.000000Z,Pemerintah Daerah Provinsi DKI Jakarta,D69,26712127,Jasa Konsultansi Pengawasan Penyelesaian Rehabilitasi Total Gedung Kantor Puslatdikjur Jakarta Timur,services,442695000.0,2015-05-22T00:00:00.000000Z,complete,26712127-1,Jasa Konsultansi Pengawasan Penyelesaian Rehabilitasi Total Gedung Kantor Puslatdikjur Jakarta Timur,2015-07-03T00:00:00.000000Z,349525000.0,PT. TIRAMATSI UTAMA
ocds-20h3g7-26714127,ocds-20h3g7-26714127-1,2015-07-03T00:00:00.000000Z,Pemerintah Daerah Provinsi DKI Jakarta,D69,26714127,Jasa Konsultansi Pengawasan Penyelesaian Rehabilitasi Total Gedung SMPN 164,services,339256500.0,2015-05-22T00:00:00.000000Z,complete,26714127-1,Jasa Konsultansi Pengawasan Penyelesaian Rehabilitasi Total Gedung SMPN 164,2015-07-03T00:00:00.000000Z,233750000.0,PT. TRISARPA
ocds-20h3g7-26716127,ocds-20h3g7-26716127-1,2015-07-29T00:00:00.000000Z,Pemerintah Daerah Provinsi DKI Jakarta,D69,26716127,Jasa Konsultansi Pengawasan Penyelesaian Rehabilitasi Total Gedung SMAN 55,services,231110000.0,2015-05-22T00:00:00.000000Z,complete,26716127-1,Jasa Konsultansi Pengawasan Penyelesaian Rehabilitasi Total Gedung SMAN 55,2015-07-29T00:00:00.000000Z,207900000.0,PT. Wyda Arsikona Buana
ocds-20h3g7-26717127,ocds-20h3g7-26717127-1,2015-07-03T00:00:00.000000Z,Pemerintah Daerah Provinsi DKI Jakarta,D69,26717127,Jasa Konsultansi Pengawasan Penyelesaian rehabilitasi total gedung SDN Pertukangan Selatan 04/05,services,292380000.0,2015-05-22T00:00:00.000000Z,complete,26717127-1,Jasa Konsultansi Pengawasan Penyelesaian rehabilitasi total gedung SDN Pertukangan Selatan 04/05,2015-07-03T00:00:00.000000Z,270022000.0,PT.SARITAMA PURNAMA
ocds-20h3g7-26720127,ocds-20h3g7-26720127-1,2015-06-05T00:00:00.000000Z,,D71,26720127,Perbaikan Jalan Lingkungan/Orang/Saluran Kecamatan Kebayoran Lama (Jasa Konsultansi Pengawasan),services,98750000.0,2015-05-22T00:00:00.000000Z,complete,26720127-1,Perbaikan Jalan Lingkungan/Orang/Saluran Kecamatan Kebayoran Lama (Jasa Konsultansi Pengawasan),2015-06-05T00:00:00.000000Z,89430000.0,PT. NABELA KARYA ABADI
ocds-20h3g7-26722127,ocds-20h3g7-26722127-1,2015-06-05T00:00:00.000000Z,,D71,26722127,Perbaikan Jalan Lingkungan/Orang/Saluran Kecamatan Pesanggrahan (Jasa Konsultansi Pengawasan Pekerjaan Hotmix),services,98758000.0,2015-05-22T00:00:00.000000Z,complete,26722127-1,Perbaikan Jalan Lingkungan/Orang/Saluran Kecamatan Pesanggrahan (Jasa Konsultansi Pengawasan Pekerjaan Hotmix),2015-06-05T00:00:00.000000Z,88165000.0,Danureksa Sarana Cipta
ocds-20h3g7-26723127,ocds-20h3g7-26723127-1,2015-06-04T00:00:00.000000Z,,D71,26723127,Pengadaan Jasa Konsultansi Badan Usaha   Perbaikan Jalan Lingkungan/Orang/Saluran Kecamatan Tebet  (Jasa Konsultansi Pengawasan)  ,services,72990500.0,2015-05-22T00:00:00.000000Z,complete,26723127-1,Pengadaan Jasa Konsultansi Badan Usaha   Perbaikan Jalan Lingkungan/Orang/Saluran Kecamatan Tebet  (Jasa Konsultansi Pengawasan)  ,2015-06-04T00:00:00.000000Z,69795000.0,PT. BUMI MADANI
ocds-20h3g7-26724127,ocds-20h3g7-26724127-1,2015-07-03T00:00:00.000000Z,Pemerintah Daerah Provinsi DKI Jakarta,D69,26724127,Jasa Konsultansi Pengawasan Penyelesaian rehabilitasi total gedung SDN Sukabumi Utara 07,services,242159500.0,2015-05-22T00:00:00.000000Z,complete,26724127-1,Jasa Konsultansi Pengawasan Penyelesaian rehabilitasi total gedung SDN Sukabumi Utara 07,2015-07-03T00:00:00.000000Z,222270000.0,PT.SARITAMA PURNAMA
ocds-20h3g7-26725127,ocds-20h3g7-26725127-1,2015-06-12T00:00:00.000000Z,,,26725127,Pemasangan Pipa HDPE Diameter 160 mm di Jl. RS. Fatmawati  Stasiun Cipete,works,222817444.0,2015-05-26T00:00:00.000000Z,complete,26725127-1,Pemasangan Pipa HDPE Diameter 160 mm di Jl. RS. Fatmawati  Stasiun Cipete,2015-06-12T00:00:00.000000Z,198360432.6,PT. Fajar Usaha Jaya
ocds-20h3g7-26726127,ocds-20h3g7-26726127-1,2015-06-09T00:00:00.000000Z,,D71,26726127,Perbaikan Jalan Lingkungan/Orang/Saluran Kecamatan Pasar Minggu (Jasa Konsultansi Pengawasan Pekerjaan Hotmix),services,98758000.0,2015-05-22T00:00:00.000000Z,complete,26726127-1,Perbaikan Jalan Lingkungan/Orang/Saluran Kecamatan Pasar Minggu (Jasa Konsultansi Pengawasan Pekerjaan Hotmix),2015-06-09T00:00:00.000000Z,93819000.0,PT. ASIA JULI PRADANA
ocds-20h3g7-26727127,ocds-20h3g7-26727127-1,2015-07-03T00:00:00.000000Z,Pemerintah Daerah Provinsi DKI Jakarta,D69,26727127,Jasa Konsultansi Pengawasan Penyelesaian Rehabilitasi Total Gedung SMPN 125,services,292380000.0,2015-05-22T00:00:00.000000Z,complete,26727127-1,Jasa Konsultansi Pengawasan Penyelesaian Rehabilitasi Total Gedung SMPN 125,2015-07-03T00:00:00.000000Z,276430000.0,PT. CINIPTA TRIUTAMA JAYA
ocds-20h3g7-26731127,ocds-20h3g7-26731127-1,2015-07-29T00:00:00.000000Z,Pemerintah Daerah Provinsi DKI Jakarta,D69,26731127,Jasa Konsultansi Pengawasan Penyelesaian Pembangunan ruang kelas baru SMPN 97,services,283430400.0,2015-05-22T00:00:00.000000Z,complete,26731127-1,Jasa Konsultansi Pengawasan Penyelesaian Pembangunan ruang kelas baru SMPN 97,2015-07-29T00:00:00.000000Z,238790000.0,PT. BUMI MADANI
ocds-20h3g7-26734127,ocds-20h3g7-26734127-1,2015-07-03T00:00:00.000000Z,Pemerintah Daerah Provinsi DKI Jakarta,D69,26734127,Jasa Konsultansi Pengawasan Penyelesaian Rehabilitasi Total Gedung SMPN 73,services,302390000.0,2015-05-22T00:00:00.000000Z,complete,26734127-1,Jasa Konsultansi Pengawasan Penyelesaian Rehabilitasi Total Gedung SMPN 73,2015-07-03T00:00:00.000000Z,278795000.0,PT. GRANITINDO CIPTA SEJATI
ocds-20h3g7-26735127,ocds-20h3g7-26735127-1,2015-07-03T00:00:00.000000Z,Pemerintah Daerah Provinsi DKI Jakarta,D69,26735127,Jasa Konsultansi Pengawasan Penyelesaian Sarana Penunjang SMKN Bambu Apus,services,442695000.0,2015-05-22T00:00:00.000000Z,complete,26735127-1,Jasa Konsultansi Pengawasan Penyelesaian Sarana Penunjang SMKN Bambu Apus,2015-07-03T00:00:00.000000Z,393525000.0,PT. GRANITINDO CIPTA SEJATI
ocds-20h3g7-26737127,ocds-20h3g7-26737127-1,2015-07-03T00:00:00.000000Z,Pemerintah Daerah Provinsi DKI Jakarta,D69,26737127,Jasa Konsultansi Pengawasan Penyelesaian Pembangunan Asrama SMK Negeri 61 Kepulauan Seribu,services,292380000.0,2015-05-22T00:00:00.000000Z,complete,26737127-1,Jasa Konsultansi Pengawasan Penyelesaian Pembangunan Asrama SMK Negeri 61 Kepulauan Seribu,2015-07-03T00:00:00.000000Z,272396000.0,PT. GUBAHREKA CONSULTANT
ocds-20h3g7-26738127,ocds-20h3g7-26738127-1,2015-06-09T00:00:00.000000Z,,D71,26738127,Belanja Modal Pengadaan Alat Pembersih/Kebersihan,goods,2123514708.0,2015-05-25T00:00:00.000000Z,complete,26738127-1,Belanja Modal Pengadaan Alat Pembersih/Kebersihan,2015-06-09T00:00:00.000000Z,1438305000.0,PT. Visi Trading Distribusi
ocds-20h3g7-26744127,ocds-20h3g7-26744127-1,2015-06-19T00:00:00.000000Z,Pemerintah Daerah Provinsi DKI Jakarta,D69,26744127,Pengadaan Peta Keluarga dan Stiker,services,322518675.0,2015-05-26T00:00:00.000000Z,complete,26744127-1,Pengadaan Peta Keluarga dan Stiker,2015-06-19T00:00:00.000000Z,156750760.0,PT. MITRA MAJU SEJAHTERA
ocds-20h3g7-26745127,ocds-20h3g7-26745127-1,2015-06-18T00:00:00.000000Z,Pemerintah Daerah Provinsi DKI Jakarta,D69,26745127,Pengadaan Cetakan Karcis Tepi Jalan,services,1496563200.0,2015-05-27T00:00:00.000000Z,complete,26745127-1,Pengadaan Cetakan Karcis Tepi Jalan,2015-06-18T00:00:00.000000Z,1309492800.0,CV. KARYA INDONESIA
ocds-20h3g7-26748127,ocds-20h3g7-26748127-2,2015-06-12T00:00:00.000000Z,,D74,26748127,Penyediaan Makanan dan Minuman WBS Panti Sosial Bina Netra Cahaya Bathin,goods,321440800.0,2015-05-29T00:00:00.000000Z,complete,26748127-1,Penyediaan Makanan dan Minuman WBS Panti Sosial Bina Netra Cahaya Bathin,2015-06-12T00:00:00.000000Z,295451900.0,CV. CATERINA APRIANI
ocds-20h3g7-26750127,ocds-20h3g7-26750127-1,2015-06-11T00:00:00.000000Z,,D72,26750127,Pemeliharaan Jalan Wilayah Kecamatan Cempaka Putih (Jasa Konsultansi Pengawasan),services,143123750.0,2015-05-28T00:00:00.000000Z,complete,26750127-1,Pemeliharaan Jalan Wilayah Kecamatan Cempaka Putih (Jasa Konsultansi Pengawasan),2015-06-11T00:00:00.000000Z,121836000.0,PT. BUMI MADANI
ocds-20h3g7-26751127,ocds-20h3g7-26751127-1,2015-06-11T00:00:00.000000Z,,D72,26751127,Pemeliharaan Jalan Wilayah Kecamatan Gambir (Jasa Konsultansi Pengawasan,services,143123750.0,2015-05-28T00:00:00.000000Z,complete,26751127-1,Pemeliharaan Jalan Wilayah Kecamatan Gambir (Jasa Konsultansi Pengawasan,2015-06-11T00:00:00.000000Z,117216000.0,PT. BUMI MADANI
ocds-20h3g7-26752127,ocds-20h3g7-26752127-1,2015-06-23T00:00:00.000000Z,,D73,26752127,Belanja Jasa Konsultansi pengawasan Rehab Total kantor Lurah Kapuk,services,155952500.0,2015-05-28T00:00:00.000000Z,complete,26752127-1,Belanja Jasa Konsultansi pengawasan Rehab Total kantor Lurah Kapuk,2015-06-23T00:00:00.000000Z,139672500.0,PT. Deltapromas Rekayasa Konsultan
ocds-20h3g7-26753127,ocds-20h3g7-26753127-1,2015-06-11T00:00:00.000000Z,,D72,26753127,Pemeliharaan Jalan Wilayah Kecamatan Johar Baru (Jasa Konsultansi Pengawasan),services,143123750.0,2015-05-28T00:00:00.000000Z,complete,26753127-1,Pemeliharaan Jalan Wilayah Kecamatan Johar Baru (Jasa Konsultansi Pengawasan),2015-06-11T00:00:00.000000Z,118525000.0,PT. TRICONS KARYA MANDIRI
ocds-20h3g7-26755127,ocds-20h3g7-26755127-1,2015-06-23T00:00:00.000000Z,,D73,26755127,Belanja Jasa Konsultansi pengawasan Rehab Total kantor Lurah Kembangan Utara,services,155952500.0,2015-05-28T00:00:00.000000Z,complete,26755127-1,Belanja Jasa Konsultansi pengawasan Rehab Total kantor Lurah Kembangan Utara,2015-06-23T00:00:00.000000Z,109175000.0,PT. ISA KREASI MANDIRI SEJATI
ocds-20h3g7-26756127,ocds-20h3g7-26756127-1,2015-06-11T00:00:00.000000Z,,D72,26756127,Pemeliharaan Jalan Wilayah Kecamatan Kemayoran (Jasa Konsultansi Pengawasan),services,143123750.0,2015-05-28T00:00:00.000000Z,complete,26756127-1,Pemeliharaan Jalan Wilayah Kecamatan Kemayoran (Jasa Konsultansi Pengawasan),2015-06-11T00:00:00.000000Z,115489000.0,Danureksa Sarana Cipta
ocds-20h3g7-26757127,ocds-20h3g7-26757127-1,2015-06-23T00:00:00.000000Z,,D73,26757127,Belanja Jasa Konsultansi Pengawasan rehab Total Kantor Lurah Pekojan,services,155952500.0,2015-05-28T00:00:00.000000Z,complete,26757127-1,Belanja Jasa Konsultansi Pengawasan rehab Total Kantor Lurah Pekojan,2015-06-23T00:00:00.000000Z,137230500.0,PT. GRANITINDO CIPTA SEJATI
ocds-20h3g7-26758127,ocds-20h3g7-26758127-1,2015-06-23T00:00:00.000000Z,,D73,26758127,Belanja Jasa Konsultansi Pengawasan rehab Total Kantor Lurah Tanjung Duren Selatan,services,155952500.0,2015-05-28T00:00:00.000000Z,complete,26758127-1,Belanja Jasa Konsultansi Pengawasan rehab Total Kantor Lurah Tanjung Duren Selatan,2015-06-23T00:00:00.000000Z,103730000.0,PT. BAYU BERLIAN MANDIRI
ocds-20h3g7-26760127,ocds-20h3g7-26760127-1,2015-07-09T00:00:00.000000Z,Pemerintah Daerah Provinsi DKI Jakarta,D69,26760127,Belanja Ban Kendaraan Dinas Operasional,goods,3599889700.0,2015-06-29T00:00:00.000000Z,complete,26760127-1,Belanja Ban Kendaraan Dinas Operasional,2015-07-09T00:00:00.000000Z,2177821800.0,PT. OTO SENTOSA SENTRA MAKMUR
ocds-20h3g7-26762127,ocds-20h3g7-26762127-1,2015-08-05T00:00:00.000000Z,Pemerintah Daerah Provinsi DKI Jakarta,D69,26762127,Belanja Jasa Konsultansi Penilaian / Appraisal,services,812638200.0,2015-07-01T00:00:00.000000Z,complete,26762127-1,Belanja Jasa Konsultansi Penilaian / Appraisal,2015-08-05T00:00:00.000000Z,723030000.0,KJPP  Wahyono Adi dan Rekan
ocds-20h3g7-26763127,ocds-20h3g7-26763127-1,2015-06-12T00:00:00.000000Z,,D72,26763127,Pemeliharaan Jalan Wilayah Kecamatan Menteng (Jasa Konsultansi Pengawasan),services,143123750.0,2015-06-01T00:00:00.000000Z,complete,26763127-1,Pemeliharaan Jalan Wilayah Kecamatan Menteng (Jasa Konsultansi Pengawasan),2015-06-12T00:00:00.000000Z,119988000.0,PT. NABELA KARYA ABADI
ocds-20h3g7-26764127,ocds-20h3g7-26764127-1,2015-08-07T00:00:00.000000Z,Pemerintah Daerah Provinsi DKI Jakarta,D69,26764127,KAJIAN DAN PERENCANAAN SIMPANG TAK SEBIDANG (X-1),services,710648000.0,2015-06-05T00:00:00.000000Z,complete,26764127-1,KAJIAN DAN PERENCANAAN SIMPANG TAK SEBIDANG (X-1),2015-08-07T00:00:00.000000Z,688985000.0,PT. BINA KARYA (Persero)
ocds-20h3g7-26765127,ocds-20h3g7-26765127-1,2015-06-12T00:00:00.000000Z,,D72,26765127,Pemeliharaan Jalan Wilayah Kecamatan Sawah Besar (Jasa Konsultansi Pengawasan),services,143123750.0,2015-06-01T00:00:00.000000Z,complete,26765127-1,Pemeliharaan Jalan Wilayah Kecamatan Sawah Besar (Jasa Konsultansi Pengawasan),2015-06-12T00:00:00.000000Z,115192000.0,PT. MIKRO CORDANIEL
ocds-20h3g7-26766127,ocds-20h3g7-26766127-1,2015-06-12T00:00:00.000000Z,,D72,26766127,Pemeliharaan Jalan Wilayah Kecamatan Senen (Jasa Konsultansi Pengawasan),services,143123750.0,2015-06-01T00:00:00.000000Z,complete,26766127-1,Pemeliharaan Jalan Wilayah Kecamatan Senen (Jasa Konsultansi Pengawasan),2015-06-12T00:00:00.000000Z,121671000.0,PT. GIHON WAHANA CIPTA
ocds-20h3g7-26767127,ocds-20h3g7-26767127-1,2015-06-12T00:00:00.000000Z,,D72,26767127,Pemeliharaan Jalan Wilayah Kecamatan Tanah Abang (Jasa Konsultansi Pengawasan),services,143123750.0,2015-06-01T00:00:00.000000Z,complete,26767127-1,Pemeliharaan Jalan Wilayah Kecamatan Tanah Abang (Jasa Konsultansi Pengawasan),2015-06-12T00:00:00.000000Z,112189000.0,Danureksa Sarana Cipta
ocds-20h3g7-26769127,ocds-20h3g7-26769127-2,2015-06-12T00:00:00.000000Z,,D71,26769127,Pemeliharaan Berkala Berat Jalan di Kecamatan Pasar Minggu (Jasa Konsultansi Pengawasan),services,196713000.0,2015-06-01T00:00:00.000000Z,complete,26769127-1,Pemeliharaan Berkala Berat Jalan di Kecamatan Pasar Minggu (Jasa Konsultansi Pengawasan),2015-06-12T00:00:00.000000Z,174570000.0,DAFFA BROTHERS CONS
ocds-20h3g7-26772127,ocds-20h3g7-26772127-2,2015-06-16T00:00:00.000000Z,,D71,26772127,Belanja/Uang Makanan dan Minuman Peserta/Petugas/Panitia,services,2116430067.0,2015-06-03T00:00:00.000000Z,complete,26772127-1,Belanja/Uang Makanan dan Minuman Peserta/Petugas/Panitia,2015-06-16T00:00:00.000000Z,1688355460.0,CV. CENTURY UTAMA LESTARI
ocds-20h3g7-26777127,ocds-20h3g7-26777127-1,2015-06-23T00:00:00.000000Z,,D75,26777127,Belanja Bahan Obat-obatan Non E-Katalog,goods,900489096.0,2015-06-04T00:00:00.000000Z,complete,26777127-1,Belanja Bahan Obat-obatan Non E-Katalog,2015-06-23T00:00:00.000000Z,653794900.0,PT. Zalfa Mandiri
ocds-20h3g7-26778127,ocds-20h3g7-26778127-1,2015-06-22T00:00:00.000000Z,,D75,26778127,Pembangunan Pagar Pengaman Lalu Lintas di Wilayah Jakarta Utara,works,473671000.0,2015-06-05T00:00:00.000000Z,complete,26778127-1,Pembangunan Pagar Pengaman Lalu Lintas di Wilayah Jakarta Utara,2015-06-22T00:00:00.000000Z,321098000.0,CV.PELITA BINTANG TIMUR
ocds-20h3g7-26779127,ocds-20h3g7-26779127-1,2015-06-22T00:00:00.000000Z,,D75,26779127,Pemeliharaan Halte Bus di Wilayah Jakarta Utara,works,284603000.0,2015-06-05T00:00:00.000000Z,complete,26779127-1,Pemeliharaan Halte Bus di Wilayah Jakarta Utara,2015-06-22T00:00:00.000000Z,221478000.0,CV. MADUMA STEEL STONE
ocds-20h3g7-26780127,ocds-20h3g7-26780127-1,2015-06-22T00:00:00.000000Z,,D75,26780127,Pembangunan/Pemeliharaan Sarana dan Prasarana Zona Selamat Sekolah  (ZoSS) di Wilayah Jakarta Utara,works,295327600.0,2015-06-05T00:00:00.000000Z,complete,26780127-1,Pembangunan/Pemeliharaan Sarana dan Prasarana Zona Selamat Sekolah  (ZoSS) di Wilayah Jakarta Utara,2015-06-22T00:00:00.000000Z,289421100.0,SUMBER AIR PAGARBATU
ocds-20h3g7-26787127,ocds-20h3g7-26787127-1,2015-08-07T00:00:00.000000Z,Pemerintah Daerah Provinsi DKI Jakarta,D69,26787127,KAJIAN DAN PERENCANAAN SIMPANG TAK SEBIDANG PULOGADUNG (PERTIGAAN),services,465898000.0,2015-06-05T00:00:00.000000Z,complete,26787127-1,KAJIAN DAN PERENCANAAN SIMPANG TAK SEBIDANG PULOGADUNG (PERTIGAAN),2015-08-07T00:00:00.000000Z,455152500.0,PT. BINA KARYA (Persero)
