date,buyer_name,tender_title,mainprocurementcategory,tender_minvalue,tender_status,award_title,award_date,award_value,award_supplier,days_to_award,budget_utilization_ratio
2015-06-22,Unknown Buyer,Pembangunan/Pemeliharaan Sarana Dan Prasarana Zona Selamat Sekolah  (Zoss) Di Wilayah Jakarta Utara,Works,295327600.0,Complete,Pembangunan/Pemeliharaan Sarana Dan Prasarana Zona Selamat Sekolah  (Zoss) Di Wilayah Jakarta Utara,2015-06-22,289421100.0,Sumber Air Pagarbatu,17,0.9800001760756529
2015-08-07,Pemerintah Daerah Provinsi Dki Jakarta,Kajian Dan Perencanaan Simpang Tak Sebidang Pulogadung (Pertigaan),Services,465898000.0,Complete,Kajian Dan Perencanaan Simpang Tak Sebidang Pulogadung (Pertigaan),2015-08-07,455152500.0,Pt. Bina Karya (Persero),63,0.9769359387677131
2015-06-12,Unknown Buyer,Penyediaan Makanan Dan Minuman Wbs Panti Sosial Asuhan Anak Balita Tunas Bangsa,Goods,768095300.0,Complete,Penyediaan Makanan Dan Minuman Wbs Panti Sosial Asuhan Anak Balita Tunas Bangsa,2015-06-12,686310100.0,Pt. Dau Dosmauli,7,0.89352206685811
2015-08-07,Pemerintah Daerah Provinsi Dki Jakarta,Kajian Dan Perencanaan Simpang Tak Sebidang Jalan Cakung (Rel Ka),Services,465898000.0,Complete,Kajian Dan Perencanaan Simpang Tak Sebidang Jalan Cakung (Rel Ka),2015-08-07,455152500.0,Pt. Bina Karya (Persero),63,0.9769359387677131
2015-06-22,Pemerintah Daerah Provinsi Dki Jakarta,Pemeliharaan/Perawatan Pencahayaan Kota Kecamatan Cilincing Zona Ii Jakarta Utara Periode Juli S.D Desember 2015,Works,246337960.0,Complete,Pemeliharaan/Perawatan Pencahayaan Kota Kecamatan Cilincing Zona Ii Jakarta Utara Periode Juli S.D Desember 2015,2015-06-22,244673550.0,Pt.Bintang Bara Pradana,17,0.9932433880673527
2015-06-22,Pemerintah Daerah Provinsi Dki Jakarta,Pemeliharaan/Perawatan Pencahayaan Kota Kecamatan Cilincing Zona I Jakarta Utara Periode Juli S.D Desember 2015,Works,245634620.0,Complete,Pemeliharaan/Perawatan Pencahayaan Kota Kecamatan Cilincing Zona I Jakarta Utara Periode Juli S.D Desember 2015,2015-06-22,243034770.0,Pt.Trihartana Rizky Ardelia,17,0.989415783491757
2015-06-22,Unknown Buyer,Pemeliharaan/Perawatan Pencahayaan Kota Kecamatan Kelapa Gading Zona I Jakarta Utara Periode Juli S.D Desember 2015,Works,246606140.0,Complete,Pemeliharaan/Perawatan Pencahayaan Kota Kecamatan Kelapa Gading Zona I Jakarta Utara Periode Juli S.D Desember 2015,2015-06-22,242896500.0,Pt. Sinar Irawati Setia,17,0.9849572277478573
2015-06-22,Unknown Buyer,Pemeliharaan/Perawatan Pencahayaan Kota Kecamatan Koja Zona Ii Jakarta Utara Periode Juli S.D Desember 2015,Works,249773920.0,Complete,Pemeliharaan/Perawatan Pencahayaan Kota Kecamatan Koja Zona Ii Jakarta Utara Periode Juli S.D Desember 2015,2015-06-22,236185860.0,Pt. Jaka Surta Wira,17,0.945598563693119
2015-06-22,Pemerintah Daerah Provinsi Dki Jakarta,Pemeliharaan/Perawatan Pencahayaan Kota Kecamatan Tanjung Priok Zona I Jakarta Utara Periode Juli S.D Desember 2015,Works,276913010.0,Complete,Pemeliharaan/Perawatan Pencahayaan Kota Kecamatan Tanjung Priok Zona I Jakarta Utara Periode Juli S.D Desember 2015,2015-06-22,273613450.0,Pt. Rakhmat Pribadi,17,0.9880844890603009
2015-06-22,Pemerintah Daerah Provinsi Dki Jakarta,Pemeliharaan/Perawatan Pencahayaan Kota Kecamatan Tanjung Priok Zona Ii Jakarta Utara Periode Juli S.D Desember 2015,Works,278356760.0,Complete,Pemeliharaan/Perawatan Pencahayaan Kota Kecamatan Tanjung Priok Zona Ii Jakarta Utara Periode Juli S.D Desember 2015,2015-06-22,275043230.0,Pt. Rakhmat Pribadi,17,0.9880961037195576
2015-06-22,Unknown Buyer,Pemeliharaan/Perawatan Pencahayaan Kota Kecamatan Pademangan Jakarta Utara Periode Juli S.D Desember 2015,Works,262185770.0,Complete,Pemeliharaan/Perawatan Pencahayaan Kota Kecamatan Pademangan Jakarta Utara Periode Juli S.D Desember 2015,2015-06-22,249452126.0,Pt. Arah Tinggal Landas,17,0.9514327417540624
2015-06-22,Pemerintah Daerah Provinsi Dki Jakarta,Pemeliharaan/Perawatan Pencahayaan Kota Kecamatan Penjaringan Zona Ii Jakarta Utara Periode Juli S.D Desember 2015,Works,278736040.0,Complete,Pemeliharaan/Perawatan Pencahayaan Kota Kecamatan Penjaringan Zona Ii Jakarta Utara Periode Juli S.D Desember 2015,2015-06-22,267389067.0,Pt. Sekawan Sejati Pratama,17,0.9592913316842702
2015-06-18,Unknown Buyer,Belanja Uang Makanan Dan Minuman Peserta/Petugas/Panitia,Services,1838468100.0,Complete,Belanja Uang Makanan Dan Minuman Peserta/Petugas/Panitia,2015-06-18,1453494500.0,Cv. Century Utama Lestari,10,0.7906008812445535
2015-08-07,Pemerintah Daerah Provinsi Dki Jakarta,Penyelesaian Rehabilitasi Total Gedung Sdn Penjaringan 09/10,Works,4259106000.0,Complete,Penyelesaian Rehabilitasi Total Gedung Sdn Penjaringan 09/10,2015-08-07,4034745368.69,Pt. Gelora Megah Sejahtera,45,0.947322130205259
2015-07-02,Unknown Buyer,Belanja Modal Pengadaan Konstruksi/Pembelian Gedung Kantor Rehab Total Kantor Lurah Kembangan Utara,Works,6482566364.34,Complete,Belanja Modal Pengadaan Konstruksi/Pembelian Gedung Kantor Rehab Total Kantor Lurah Kembangan Utara,2015-07-02,5996397000.0,Pt. Gagasan Adinusa,20,0.9250035654066925
2015-07-02,Unknown Buyer,Belanja Modal Pengadaan Konstruksi/Pembelian Gedung Kantor Rehab Total Kantor Lurah Tanjung Duren Selatan,Works,6726736464.69,Complete,Belanja Modal Pengadaan Konstruksi/Pembelian Gedung Kantor Rehab Total Kantor Lurah Tanjung Duren Selatan,2015-07-02,6181857000.0,Pt.Pradnanta Kharisma Pratama,20,0.9189979468423979
2015-07-02,Unknown Buyer,Belanja Modal Pengadaan Konstruksi/Pembelian Gedung Kantor Rehab Total Kantor Lurah Kapuk,Works,7211748113.0,Complete,Belanja Modal Pengadaan Konstruksi/Pembelian Gedung Kantor Rehab Total Kantor Lurah Kapuk,2015-07-02,6641800000.0,Pt.Permata Dwilestari,20,0.9209694925461133
2015-07-08,Unknown Buyer,Belanja/Uang  Makanan Dan Minuman Peserta/Petugas/Panitia,Services,1576773000.0,Complete,Belanja/Uang  Makanan Dan Minuman Peserta/Petugas/Panitia,2015-07-08,1261418400.0,Cv Yasfara Navagi,29,0.8
2015-06-26,Pemerintah Daerah Provinsi Dki Jakarta,Jasa Konsultansi Pengawasan Penyelesaian Rehabilitasi Total Gedung Sdn Tebet Barat 08,Services,97102500.0,Complete,Jasa Konsultansi Pengawasan Penyelesaian Rehabilitasi Total Gedung Sdn Tebet Barat 08,2015-06-26,83325000.0,Pt. Indosela Pratama,17,0.8581138487680544
2015-06-26,Pemerintah Daerah Provinsi Dki Jakarta,Jasa Konsultansi Pengawasan Penyelesaian Rehabilitasi Total Gedung Sdn Kebon Kosong 02/04,Services,77412500.0,Complete,Jasa Konsultansi Pengawasan Penyelesaian Rehabilitasi Total Gedung Sdn Kebon Kosong 02/04,2015-06-26,72659000.0,Pt. Gubahreka Consultant,17,0.9385951881156144
2015-06-26,Pemerintah Daerah Provinsi Dki Jakarta,Jasa Konsultansi Pengawasan Penyelesaian Rehabiltasi Total Gedung Sdn Tegal Alur 06/21,Services,197890000.0,Complete,Jasa Konsultansi Pengawasan Penyelesaian Rehabiltasi Total Gedung Sdn Tegal Alur 06/21,2015-06-26,180228000.0,Pt.Saritama Purnama,17,0.9107483955732983
2015-07-06,Pemerintah Daerah Provinsi Dki Jakarta,Jasa Konsultansi Pengawasan Penyelesaian Rehabilitasi Total Gedung Sdn Rawajati 06,Services,192700000.0,Complete,Jasa Konsultansi Pengawasan Penyelesaian Rehabilitasi Total Gedung Sdn Rawajati 06,2015-07-06,126404000.0,Pt. Delta Elok Lestari,27,0.6559626362221069
2015-06-26,Pemerintah Daerah Provinsi Dki Jakarta,Jasa Konsultansi Pengawasan Penyelesaian Rehabilitasi Total Gedung Sdn Rawa Badak Selatan 09/10,Services,192700000.0,Complete,Jasa Konsultansi Pengawasan Penyelesaian Rehabilitasi Total Gedung Sdn Rawa Badak Selatan 09/10,2015-06-26,164120000.0,Pt. Arsirona Pancagraha,17,0.8516865594187857
2015-06-26,Unknown Buyer,Pengawasan Rehab Total Kantor Lurah Kapuk Muara,Services,147345000.0,Complete,Pengawasan Rehab Total Kantor Lurah Kapuk Muara,2015-06-26,102575000.0,Pt.Saritama Purnama,17,0.6961552818215753
2015-06-23,Unknown Buyer,Belanja Bahan Dan Pangan Makanan Dan Minuman Wbs Psbkw Harapan Mulia,Goods,447873200.0,Complete,Belanja Bahan Dan Pangan Makanan Dan Minuman Wbs Psbkw Harapan Mulia,2015-06-23,402191200.0,Cv. Caterina Apriani,12,0.8980023810310597
2015-06-26,Pemerintah Daerah Provinsi Dki Jakarta,Jasa Konsultasi Pengawasan Teknis Pemeliharaan Jalan Di Kota Administrasi Jakarta Selatan,Services,199325500.0,Complete,Jasa Konsultasi Pengawasan Teknis Pemeliharaan Jalan Di Kota Administrasi Jakarta Selatan,2015-06-26,163405000.0,Pt. Tabar Pratama Consultant,18,0.8197897409011893
2015-06-26,Pemerintah Daerah Provinsi Dki Jakarta,Jasa Konsultasi Pengawasan Teknis Pemeliharaan Jalan Di Kota Administrasi Jakarta Pusat,Services,199325500.0,Complete,Jasa Konsultasi Pengawasan Teknis Pemeliharaan Jalan Di Kota Administrasi Jakarta Pusat,2015-06-26,159093000.0,Pt. Tabar Pratama Consultant,18,0.7981567837532076
2015-06-26,Pemerintah Daerah Provinsi Dki Jakarta,Pengawasan Pemeliharaan Jalan Di Kota Administrasi Jakarta Utara,Services,199325500.0,Complete,Pengawasan Pemeliharaan Jalan Di Kota Administrasi Jakarta Utara,2015-06-26,159472500.0,Pt. Tabar Pratama Consultant,18,0.8000607047266908
2015-06-30,Pemerintah Daerah Provinsi Dki Jakarta,Jasa Konsultasi Pengawasan Teknis Pemeliharaan Simpang Dan Jalan Tak Sebidang Di Provinsi Dki Jakarta (Underpass),Services,199325500.0,Complete,Jasa Konsultasi Pengawasan Teknis Pemeliharaan Simpang Dan Jalan Tak Sebidang Di Provinsi Dki Jakarta (Underpass),2015-06-30,165462000.0,Pt. Nabela Karya Abadi,22,0.8301095444386193
2015-06-26,Pemerintah Daerah Provinsi Dki Jakarta,Pengawasan Teknis Perawatan Rutin Prasarana Jalan Dan Jembatan Di Provinsi Dki Jakarta  (Pekerjaan Fisik Aspal),Services,199325500.0,Complete,Pengawasan Teknis Perawatan Rutin Prasarana Jalan Dan Jembatan Di Provinsi Dki Jakarta  (Pekerjaan Fisik Aspal),2015-06-26,170170000.0,Daffa Brothers Cons,18,0.8537292017328441
2015-06-26,Pemerintah Daerah Provinsi Dki Jakarta,Jasa Konsultasi Pengawasan Teknis Perbaikan Dan Pemeliharaan Jalan Dan Trotoar Di Seluruh Koridor Busway (Pekerjaan Fisik Beton),Services,199325500.0,Complete,Jasa Konsultasi Pengawasan Teknis Perbaikan Dan Pemeliharaan Jalan Dan Trotoar Di Seluruh Koridor Busway (Pekerjaan Fisik Beton),2015-06-26,170170000.0,Daffa Brothers Cons,18,0.8537292017328441
2015-06-30,Pemerintah Daerah Provinsi Dki Jakarta,Pengawasan Pemeliharaan Simpang Dan Jalan Tak Sebidang Di Prov. Dki Jakarta (Fly Over),Services,199325500.0,Complete,Pengawasan Pemeliharaan Simpang Dan Jalan Tak Sebidang Di Prov. Dki Jakarta (Fly Over),2015-06-30,165462000.0,Pt. Nabela Karya Abadi,22,0.8301095444386193
2015-06-30,Pemerintah Daerah Provinsi Dki Jakarta,Pengawasan Teknis Perbaikan Dan Pemeliharaan Jalan Dan Trotoar Di Seluruh Koridor Busway (Pekerjaan Fisik Aspal),Services,199325500.0,Complete,Pengawasan Teknis Perbaikan Dan Pemeliharaan Jalan Dan Trotoar Di Seluruh Koridor Busway (Pekerjaan Fisik Aspal),2015-06-30,170676000.0,Pt. Permata Marga Kreasi,21,0.8562677630308214
2015-07-23,Unknown Buyer,Belanja Jasa Konsultan Rekrutmen Tenaga Kesehatan Non Pns           Rsud Pasar Minggu Jakarta Selatan,Services,396257400.0,Complete,Belanja Jasa Konsultan Rekrutmen Tenaga Kesehatan Non Pns           Rsud Pasar Minggu Jakarta Selatan,2015-07-23,396240000.0,Pt Sarana Exhirindo,43,0.9999560891481143
2015-06-23,Unknown Buyer,Penyediaan Makanan Dan Minuman Wbs Psbl Harapan Sentosa 3,Goods,1826457000.0,Complete,Penyediaan Makanan Dan Minuman Wbs Psbl Harapan Sentosa 3,2015-06-23,1616258250.0,Cv. Trina Sakti Perkasa,14,0.8849144819724746
2015-06-19,Unknown Buyer,Penyediaan Barang Pakai Habis Sandang Wbs Psbr Taruna Jaya,Goods,235604380.0,Complete,Penyediaan Barang Pakai Habis Sandang Wbs Psbr Taruna Jaya,2015-06-19,164439000.0,Cv. Tamita Utama,10,0.6979454286885498
2015-06-29,Pemerintah Daerah Provinsi Dki Jakarta,Pengawasan Teknis Perawatan Rutin Prasarana Jalan Dan Jembatan Di Prov. Dki Jakarta (Pekerjaan Fisik Beton),Services,199325500.0,Complete,Pengawasan Teknis Perawatan Rutin Prasarana Jalan Dan Jembatan Di Prov. Dki Jakarta (Pekerjaan Fisik Beton),2015-06-29,170676000.0,Pt. Permata Marga Kreasi,20,0.8562677630308214
2015-06-29,Pemerintah Daerah Provinsi Dki Jakarta,Pengawasan Teknis Pemeliharaan Jalan Di Kota Administrasi Jakarta Timur,Services,199325500.0,Complete,Pengawasan Teknis Pemeliharaan Jalan Di Kota Administrasi Jakarta Timur,2015-06-29,157261500.0,Pt. Tabar Pratama Consultant,20,0.7889682955768329
2015-06-29,Pemerintah Daerah Provinsi Dki Jakarta,Pengawasan Teknis Pemeliharaan Jalan Di Kota Administrasi Jakarta Barat,Services,199325500.0,Complete,Pengawasan Teknis Pemeliharaan Jalan Di Kota Administrasi Jakarta Barat,2015-06-29,167442000.0,Pt. Nabela Karya Abadi,20,0.8400430451698353
2015-06-24,Unknown Buyer,Belanja Alat Tulis Kantor Bagian Umum Dan Protokol Setko Administrasi Jakarta Pusat,Goods,292606624.0,Complete,Belanja Alat Tulis Kantor Bagian Umum Dan Protokol Setko Administrasi Jakarta Pusat,2015-06-24,189868250.0,Pt. Dwitama Sentosa,15,0.6488856861969058
2015-07-23,Pemerintah Daerah Provinsi Dki Jakarta,Penyusunan Panduan Rancang Kota Kawasan Tod Manggarai,Services,642295500.0,Complete,Penyusunan Panduan Rancang Kota Kawasan Tod Manggarai,2015-07-23,594935000.0,Pt Jakarta Konsultindo,42,0.9262636901550766
2015-06-26,Pemerintah Daerah Provinsi Dki Jakarta,Jasa Konsultansi Pengawasan Penyelesaian Rehabilitasi Total Gedung Sdn Baru 02,Services,192720000.0,Complete,Jasa Konsultansi Pengawasan Penyelesaian Rehabilitasi Total Gedung Sdn Baru 02,2015-06-26,174438000.0,Pt. Deltapromas Rekayasa Konsultan,17,0.9051369863013699
2015-07-03,Pemerintah Daerah Provinsi Dki Jakarta,Jasa Konsultansi Pengawasan Penyelesaian Rehabilitasi Total Gedung Sdn Petukangan Utara 01/04,Services,192720000.0,Complete,Jasa Konsultansi Pengawasan Penyelesaian Rehabilitasi Total Gedung Sdn Petukangan Utara 01/04,2015-07-03,187753500.0,Pt. Massuka Pratama,24,0.9742294520547945
2015-07-03,Pemerintah Daerah Provinsi Dki Jakarta,Jasa Konsultansi Pengawasan Penyelesaian Rehabilitasi Total Gedung Sdn Jagakarsa 06,Services,97102500.0,Complete,Jasa Konsultansi Pengawasan Penyelesaian Rehabilitasi Total Gedung Sdn Jagakarsa 06,2015-07-03,82500000.0,Pt. Deltapromas Rekayasa Konsultan,24,0.8496176720475785
2015-07-03,Pemerintah Daerah Provinsi Dki Jakarta,Jasa Konsultansi Pengawasan Penyelesaian Rehabilitasi Total Gedung Sdn Pondok Kelapa 05,Services,192720000.0,Complete,Jasa Konsultansi Pengawasan Penyelesaian Rehabilitasi Total Gedung Sdn Pondok Kelapa 05,2015-07-03,158510000.0,Pt. Terasis Erojaya,24,0.8224885844748858
2015-07-03,Pemerintah Daerah Provinsi Dki Jakarta,Jasa Konsultansi Pengawasan Penyelesaian Rehabilitasi Total Gedung Smpn 186,Services,92097500.0,Complete,Jasa Konsultansi Pengawasan Penyelesaian Rehabilitasi Total Gedung Smpn 186,2015-07-03,86034300.0,Pt. Andayasa Dwicipta,24,0.9341654225141833
2015-07-06,Pemerintah Daerah Provinsi Dki Jakarta,Jasa Konsultansi Pengawasan Penyelesaian Rehabilitasi Total Gedung Sdn Petukangan Selatan 03/07,Services,192720000.0,Complete,Jasa Konsultansi Pengawasan Penyelesaian Rehabilitasi Total Gedung Sdn Petukangan Selatan 03/07,2015-07-06,181247000.0,Pt. Gubahreka Consultant,27,0.9404680365296804
2015-07-06,Pemerintah Daerah Provinsi Dki Jakarta,Jasa Konsultansi Pengawasan Penyelesaian Rehabilitasi Total Gedung Sdn Balimester 06,Services,192720000.0,Complete,Jasa Konsultansi Pengawasan Penyelesaian Rehabilitasi Total Gedung Sdn Balimester 06,2015-07-06,190338000.0,Pt. Bayu Berlian Mandiri,27,0.987640099626401
2015-06-26,Pemerintah Daerah Provinsi Dki Jakarta,Jasa Konsultansi Pengawasan Penyelesaian Rehabilitasi Total Gedung Sdn Rawabadak Selatan 11/12,Services,192720000.0,Complete,Jasa Konsultansi Pengawasan Penyelesaian Rehabilitasi Total Gedung Sdn Rawabadak Selatan 11/12,2015-06-26,173305000.0,Pt. Bahana Nusantara,17,0.89925799086758
2015-07-06,Pemerintah Daerah Provinsi Dki Jakarta,Jasa Konsultansi Pengawasan Penyelesaian Rehabilitasi Total Gedung Sdn Kalibata 07,Services,97102500.0,Complete,Jasa Konsultansi Pengawasan Penyelesaian Rehabilitasi Total Gedung Sdn Kalibata 07,2015-07-06,89540000.0,Pt. Nabela Karya Abadi,27,0.9221183800623053
2015-06-26,Pemerintah Daerah Provinsi Dki Jakarta,Jasa Konsultansi Pengawasan Penyelesaian Rehabilitasi Total Gedung Smpn 171,Services,97102500.0,Complete,Jasa Konsultansi Pengawasan Penyelesaian Rehabilitasi Total Gedung Smpn 171,2015-06-26,81950000.0,Pt. Terasis Erojaya,17,0.843953554233928
2015-06-26,Pemerintah Daerah Provinsi Dki Jakarta,Jasa Konsultansi Pengawasan Penyelesaian Rehabilitasi Total Gedung Smpn 263,Services,97102500.0,Complete,Jasa Konsultansi Pengawasan Penyelesaian Rehabilitasi Total Gedung Smpn 263,2015-06-26,81959000.0,Pt. Pola Inti Konsultama,17,0.8440462397981514
2015-06-26,Pemerintah Daerah Provinsi Dki Jakarta,Jasa Konsultansi Pengawasan Penyelesaian Rehabilitasi Total Gedung Sdn Pondok Bambu 14,Services,142807500.0,Complete,Jasa Konsultansi Pengawasan Penyelesaian Rehabilitasi Total Gedung Sdn Pondok Bambu 14,2015-06-26,121275000.0,Pt. Isa Kreasi Mandiri Sejati,17,0.8492201039861352
2015-06-26,Pemerintah Daerah Provinsi Dki Jakarta,Jasa Konsultansi Pengawasan Penyelesaian Rehabilitasi Total Gedung Sdn Cakung Barat 14,Services,97102500.0,Complete,Jasa Konsultansi Pengawasan Penyelesaian Rehabilitasi Total Gedung Sdn Cakung Barat 14,2015-06-26,87175000.0,Pt. Isa Kreasi Mandiri Sejati,17,0.897762673463608
2015-07-06,Pemerintah Daerah Provinsi Dki Jakarta,Jasa Konsultansi Pengawasan Penyelesaian Rehabilitasi Total Gedung Sdn Cilangkap 01,Services,97102500.0,Complete,Jasa Konsultansi Pengawasan Penyelesaian Rehabilitasi Total Gedung Sdn Cilangkap 01,2015-07-06,82599000.0,Pt. Bina Mitra Wahana,27,0.8506372132540356
2015-06-25,Unknown Buyer,Pemeliharaan/Perawatan Pencahayaan Kota Periode Juli S/D Desember 2015 Kecamatan Pancoran,Works,348479120.0,Complete,Pemeliharaan/Perawatan Pencahayaan Kota Periode Juli S/D Desember 2015 Kecamatan Pancoran,2015-06-25,319409310.0,Pt. Gemilang Radja Elektrik,13,0.9165809130831138
2015-06-25,Unknown Buyer,Pemeliharaan/Perawatan Pencahayaan Kota Periode Juli S/D Desember 2015 Kecamatan Mampang Prapatan,Works,339255180.0,Complete,Pemeliharaan/Perawatan Pencahayaan Kota Periode Juli S/D Desember 2015 Kecamatan Mampang Prapatan,2015-06-25,321259565.0,Pt. Nursumi Mandiri,13,0.9469555188516208
2015-06-26,Pemerintah Daerah Provinsi Dki Jakarta,Belanja Makanan Dan Minuman Peserta/Petugas/Panitia Bidang Diklat Teknis,Services,1983250000.0,Complete,Belanja Makanan Dan Minuman Peserta/Petugas/Panitia Bidang Diklat Teknis,2015-06-26,1560552000.0,Cv. Century Utama Lestari,15,0.7868660027732257
2015-06-25,Unknown Buyer,Sewa Kendaraan Untuk Dukungan Penanganan Kebersihan Di Wilayah Kecamatan Grogol Petamburan,Services,6451196400.0,Complete,Sewa Kendaraan Untuk Dukungan Penanganan Kebersihan Di Wilayah Kecamatan Grogol Petamburan,2015-06-25,4515704098.0,Pt. Samhana Indah,14,0.6999793244552281
2015-06-26,Unknown Buyer,Sewa Kendaraan Untuk Dukungan Penanganan Kebersihan Di Wilayah Kecamatan Kebon Jeruk,Services,3835378800.0,Complete,Sewa Kendaraan Untuk Dukungan Penanganan Kebersihan Di Wilayah Kecamatan Kebon Jeruk,2015-06-26,2672765268.0,Pt. Budi Lestari Anggun,15,0.6968712628854287
2015-06-25,Unknown Buyer,Sewa Kendaraan Untuk Dukungan Penanganan Kebersihan Di Wilayah Kecamatan Tambora,Services,7847452800.0,Complete,Sewa Kendaraan Untuk Dukungan Penanganan Kebersihan Di Wilayah Kecamatan Tambora,2015-06-25,5492366880.0,Pt. Bragmakarti Utama,14,0.6998916744042092
2015-06-26,Unknown Buyer,Sewa Kendaraan Untuk Dukungan Penanganan Kebersihan Di Wilayah Kecamatan Kalideres,Services,2845642800.0,Complete,Sewa Kendaraan Untuk Dukungan Penanganan Kebersihan Di Wilayah Kecamatan Kalideres,2015-06-26,1992308410.0,Pt. Hinalang Jaya,15,0.7001259645096707
2015-06-26,Unknown Buyer,Sewa Kendaraan Untuk Dukungan Penanganan Kebersihan Di Wilayah Kecamatan Kembangan,Services,3658683600.0,Complete,Sewa Kendaraan Untuk Dukungan Penanganan Kebersihan Di Wilayah Kecamatan Kembangan,2015-06-26,2560814388.0,Metropolitan  Karya  Mandiri,15,0.6999278068210107
2015-06-26,Pemerintah Daerah Provinsi Dki Jakarta,Penyediaan Barang Pakai Habis,Goods,560043000.0,Complete,Penyediaan Barang Pakai Habis,2015-06-26,430089000.0,Pt. Polindo Nipar Jaya,14,0.7679571032938542
2015-07-08,Pemerintah Daerah Provinsi Dki Jakarta,Perencanaan Mini Power Plant Gas Gedung Pemda,Services,447761600.0,Complete,Perencanaan Mini Power Plant Gas Gedung Pemda,2015-07-08,423555000.0,Pt. Kwarsa Hexagon,28,0.9459386423489643
2015-07-30,Pemerintah Daerah Provinsi Dki Jakarta,"Pembangunan Rumah Susun Jl. Bekasi Km.2, Jakarta Timur (Pengawasan)",Services,331102200.0,Complete,"Pembangunan Rumah Susun Jl. Bekasi Km.2, Jakarta Timur (Pengawasan)",2015-07-30,303710000.0,Pt. Bina Karya (Persero),48,0.9172696526933376
2015-06-26,Pemerintah Daerah Provinsi Dki Jakarta,Belanja Makanan Dan Minuman Peserta/Petugas/Panitia Bidang Diklat Penjenjangan,Services,4363209000.0,Complete,Belanja Makanan Dan Minuman Peserta/Petugas/Panitia Bidang Diklat Penjenjangan,2015-06-26,3488941800.0,Cv. H. Iis Catering,15,0.7996274760159323
2015-07-29,Pemerintah Daerah Provinsi Dki Jakarta,Pembangunan Rumah Susun Ks Tubun Jakarta Barat (Pengawasan),Services,690224700.0,Complete,Pembangunan Rumah Susun Ks Tubun Jakarta Barat (Pengawasan),2015-07-29,544216750.0,Pt. Wahanacipta Bangunwisma,47,0.7884631627932179
2015-06-26,Pemerintah Daerah Provinsi Dki Jakarta,Belanja Barang Pakai Habis Pendidikan Dan Keterampilan,Goods,273515550.0,Complete,Belanja Barang Pakai Habis Pendidikan Dan Keterampilan,2015-06-26,224481950.0,Pt. Polindo Nipar Jaya,14,0.8207282913165266
2015-07-29,Pemerintah Daerah Provinsi Dki Jakarta,Pembangunan Rumah Susun Untuk Lokasi Binaan (Lokbin) Semper (Pengawasan),Services,419954700.0,Complete,Pembangunan Rumah Susun Untuk Lokasi Binaan (Lokbin) Semper (Pengawasan),2015-07-29,353876600.0,Pt. Granitindo Cipta Sejati,47,0.842654219609877
2015-07-29,Pemerintah Daerah Provinsi Dki Jakarta,"Pembangunan Rumah Susun Jatinegara Kaum , Jakarta Timur (Pengawasan)",Services,398669700.0,Complete,"Pembangunan Rumah Susun Jatinegara Kaum , Jakarta Timur (Pengawasan)",2015-07-29,324370750.0,Pt. Wahanacipta Bangunwisma,47,0.8136328143322655
2015-06-25,Unknown Buyer,Penyediaan Makanan Dan Minuman Wbs Psbd Budi Bhakti Dan Lbk,Services,826033840.0,Complete,Penyediaan Makanan Dan Minuman Wbs Psbd Budi Bhakti Dan Lbk,2015-06-25,749177100.0,Pt. Dau Dosmauli,14,0.9069569111115351
