date,buyer_name,tender_title,mainprocurementcategory,tender_minvalue,tender_status,award_title,award_date,award_value,award_supplier,days_to_award,budget_utilization_ratio
2018-11-13,Pemerintah Daerah Provinsi Dki Jakarta,Belanja Hibah Barang/Jasa Yang Akan Diserahkan Kepada Masyarakat Perbaikan Lapangan Olahraga Basket Rt 001 Rw 06 Kel. Gedong Kec. Pasar Rebo,Works,248337123.44,Complete,Belanja Hibah Barang/Jasa Yang Akan Diserahkan Kepada Masyarakat Perbaikan Lapangan Olahraga Basket Rt 001 Rw 06 Kel. Gedong Kec. Pasar Rebo,2018-11-13,206000000.0,Pt.Hobashita Fujitama,22,0.8295175411008215
2018-11-06,Pemerintah Daerah Provinsi Dki Jakarta,Belanja Barang Pakai Habis Pertanian Dan Perkebunan,Goods,551153900.0,Complete,Belanja Barang Pakai Habis Pertanian Dan Perkebunan,2018-11-06,505120000.0,Cv. Seribu Kreasi,12,0.9164772307698449
2018-10-26,Pemerintah Daerah Provinsi Dki Jakarta,Pengadaan Bahan Bangunan Untuk Perbaikan Sarana Dan Prasarana Ruang Terbuka Hijau Di Wilayah Jakarta Pusat,Goods,703145077.0,Complete,Pengadaan Bahan Bangunan Untuk Perbaikan Sarana Dan Prasarana Ruang Terbuka Hijau Di Wilayah Jakarta Pusat,2018-10-26,582023470.6,Cv. Maulia Berkah Mandiri,4,0.8277430784031501
2018-11-07,Pemerintah Daerah Provinsi Dki Jakarta,Pengadaan Lumbung Ikan Melalui Rumpon Dasar Dan Rumpon Permukaan,Goods,631395776.0,Complete,Pengadaan Lumbung Ikan Melalui Rumpon Dasar Dan Rumpon Permukaan,2018-11-07,594440000.0,Cv. Grace Tree Putri,15,0.9414697129681147
2018-11-13,Pemerintah Daerah Provinsi Dki Jakarta,Belanja Hibah Barang/Jasa Yang Akan Diserahkan Kepada Masyarakat Perbaikan Lapangan Olahraga Basket Rt.011 Rw 02 Blok M Kel. Pondok Kelapa Kec. Duren Sawit,Works,254137005.51,Complete,Belanja Hibah Barang/Jasa Yang Akan Diserahkan Kepada Masyarakat Perbaikan Lapangan Olahraga Basket Rt.011 Rw 02 Blok M Kel. Pondok Kelapa Kec. Duren Sawit,2018-11-13,203311012.3,Pt. Rama Kasih Sempurna,22,0.8000055398937167
2018-11-13,Pemerintah Daerah Provinsi Dki Jakarta,"Belanja Hibah Barang/Jasa Yang Akan Diserahkan Kepada Masyarakat Perbaikan Lapangan Olahraga Basket Jl. Kelapa Sawit X , Rt 007 Rw 010 . Kel. Pondok Kelapa, Kec. Duren Sawit",Works,245044431.07,Complete,"Belanja Hibah Barang/Jasa Yang Akan Diserahkan Kepada Masyarakat Perbaikan Lapangan Olahraga Basket Jl. Kelapa Sawit X , Rt 007 Rw 010 . Kel. Pondok Kelapa, Kec. Duren Sawit",2018-11-13,203251961.16,Cv. Pillar Putra Rango,22,0.8294494197337565
2018-11-13,Pemerintah Daerah Provinsi Dki Jakarta,Belanja Hibah Barang/Jasa Yang Akan Diserahkan Kepada Masyarakat Perbaikan Lapangan Olahraga Basket Jl. Pondok Kopi Viii Kel. Pondok Kopi Kec. Duren Sawit,Works,251920055.56,Complete,Belanja Hibah Barang/Jasa Yang Akan Diserahkan Kepada Masyarakat Perbaikan Lapangan Olahraga Basket Jl. Pondok Kopi Viii Kel. Pondok Kopi Kec. Duren Sawit,2018-11-13,201547220.6,Pt. Kinviodela Gumilang,22,0.8000443638835152
2018-11-13,Pemerintah Daerah Provinsi Dki Jakarta,Belanja Hibah Barang/Jasa Yang Akan Diserahkan Kepada Masyarakat Perbaikan Lapangan Olahraga Basket Jl Sederhana Raya Sebelah Mesjid Raudatussolihin Rt 03 Rw 06 Kel. Gedong Kec. Pasar Rebo,Works,245036291.15,Complete,Belanja Hibah Barang/Jasa Yang Akan Diserahkan Kepada Masyarakat Perbaikan Lapangan Olahraga Basket Jl Sederhana Raya Sebelah Mesjid Raudatussolihin Rt 03 Rw 06 Kel. Gedong Kec. Pasar Rebo,2018-11-13,196030000.0,Pt.Hobashita Fujitama,22,0.8000039466806955
2018-11-13,Pemerintah Daerah Provinsi Dki Jakarta,Belanja Hibah Barang/Jasa Yang Akan Diserahkan Kepada Masyarakat Perbaikan Lapangan Olahraga Basket Jl. Elang Thainesia Ii Kel. Cipinang Melayu Kec. Makasar,Works,243904005.63,Complete,Belanja Hibah Barang/Jasa Yang Akan Diserahkan Kepada Masyarakat Perbaikan Lapangan Olahraga Basket Jl. Elang Thainesia Ii Kel. Cipinang Melayu Kec. Makasar,2018-11-13,195127900.0,Cv.Naposobulung Berkarya,22,0.8000192514099466
2018-11-06,Pemerintah Daerah Provinsi Dki Jakarta,Pembangunan Dinding Penahan Tpst Bantargebang,Works,10005049688.48,Complete,Pembangunan Dinding Penahan Tpst Bantargebang,2018-11-06,8004039751.88,Pt.Halahati Naposobulung,15,0.8000000001095448
2018-11-13,Pemerintah Daerah Provinsi Dki Jakarta,Rehab Berat Rumah Panggung Cluster Barat Di Pulau Panggang,Works,948553329.63,Complete,Rehab Berat Rumah Panggung Cluster Barat Di Pulau Panggang,2018-11-13,861933413.21,Pt. Aries Setia Membangun,19,0.908682080686188
2018-10-30,Pemerintah Daerah Provinsi Dki Jakarta,Belanja Modal Pengadaan Alat Pendingin Dan Belanja Modal Pengadaan Timbangan,Goods,877185787.5,Complete,Belanja Modal Pengadaan Alat Pendingin Dan Belanja Modal Pengadaan Timbangan,2018-10-30,535467185.0,Pt. Saitama Karya,6,0.6104375978617871
2018-11-08,Pemerintah Daerah Provinsi Dki Jakarta,Rehab Sedang Kantor Lurah Kelurahan Pulau Untung Jawa,Works,616295803.71,Complete,Rehab Sedang Kantor Lurah Kelurahan Pulau Untung Jawa,2018-11-08,604608681.27,Cv. Karunia Tulus Abadi,16,0.9810365049224001
2018-11-05,Pemerintah Daerah Provinsi Dki Jakarta,"Pemelihataan Gedung Kantor Unit Pengelola Gelanggang Remaja Jakarta Pusat, Gelanggang Remaja Kecamatan Dan Fasilitas Olahraga",Works,1532862382.4,Complete,"Pemelihataan Gedung Kantor Unit Pengelola Gelanggang Remaja Jakarta Pusat, Gelanggang Remaja Kecamatan Dan Fasilitas Olahraga",2018-11-05,1378043281.77,Rajawali Tangguh Laksana,13,0.8989999999950419
2018-11-12,Pemerintah Daerah Provinsi Dki Jakarta,Belanja Pemeliharaan Gedung Kantor Untuk Rehab Pagar Wismas Atlit Radin Inten,Works,480583544.01,Complete,Belanja Pemeliharaan Gedung Kantor Untuk Rehab Pagar Wismas Atlit Radin Inten,2018-11-12,413826636.65,Cv. Sinar Agung Mandiri,12,0.8610919824616156
2018-11-06,Pemerintah Daerah Provinsi Dki Jakarta,Pengadaan Konstruksi/Pembelian Pagar Pengaman Jalan,Works,1669938014.67,Complete,Pengadaan Konstruksi/Pembelian Pagar Pengaman Jalan,2018-11-06,1418373000.01,Cv. Yana,13,0.8493566752477861
2018-11-14,Pemerintah Daerah Provinsi Dki Jakarta,Belanja Pemeliharaan Gedung Kantor Untuk Pemeliharaan Tribun Gedung Indoor Gor Ciracas,Works,304217535.9,Complete,Belanja Pemeliharaan Gedung Kantor Untuk Pemeliharaan Tribun Gedung Indoor Gor Ciracas,2018-11-14,243374028.72,Cv. Tarosima Jaya,13,0.8
2018-11-15,Pemerintah Daerah Provinsi Dki Jakarta,Belanja Modal Pengadaan Konstruksi/Pembelian Transito Sampah,Works,541367757.94,Complete,Belanja Modal Pengadaan Konstruksi/Pembelian Transito Sampah,2018-11-15,521600899.6,Cv. Ditha Kasih Mandiri,20,0.9634871895304286
2018-11-12,Pemerintah Daerah Provinsi Dki Jakarta,Belanja Modal Pengadaan Konstruksi/Pembelian Gedung Sarana Olahraga Untuk Rehab Lapangan Sepakbola Klender,Works,325293521.42,Complete,Belanja Modal Pengadaan Konstruksi/Pembelian Gedung Sarana Olahraga Untuk Rehab Lapangan Sepakbola Klender,2018-11-12,260234834.55,Pt. Midas Anugerah Esa,12,0.8000000535331904
2018-11-14,Pemerintah Daerah Provinsi Dki Jakarta,Belanja Modal Pengadaan Konstruksi/Pembelian Gedung Sarana Olahraga Untuk Rehab Lapangan Sepakbola Setu,Works,616193320.15,Complete,Belanja Modal Pengadaan Konstruksi/Pembelian Gedung Sarana Olahraga Untuk Rehab Lapangan Sepakbola Setu,2018-11-14,492987009.31,Pt. Bahtera Usaha Konstruksi,13,0.8000525049346399
2018-11-12,Pemerintah Daerah Provinsi Dki Jakarta,Belanja Modal Pengadaan Konstruksi/Pembelian Gedung Sarana Olahraga Untuk Rehab Lapangan Sepakbola Ceger,Works,395646120.25,Complete,Belanja Modal Pengadaan Konstruksi/Pembelian Gedung Sarana Olahraga Untuk Rehab Lapangan Sepakbola Ceger,2018-11-12,316516831.01,Pt. Ringotua Persada,12,0.7999998352315448
2018-11-15,Pemerintah Daerah Provinsi Dki Jakarta,Pengadaan Selang Kebakaran,Goods,1682120000.0,Complete,Pengadaan Selang Kebakaran,2018-11-15,1309454438.0,Cv Catur Karya Abadi,15,0.7784548296197655
2018-11-12,Pemerintah Daerah Provinsi Dki Jakarta,Belanja Modal Pengadaan Konstruksi/Pembelian Gedung Sarana Olahraga Untuk Rehab Lapangan Sepakbola Cakung,Works,447324168.35,Complete,Belanja Modal Pengadaan Konstruksi/Pembelian Gedung Sarana Olahraga Untuk Rehab Lapangan Sepakbola Cakung,2018-11-12,357859387.65,Pt. Ari Manda Persada,12,0.8000001184152427
2018-11-14,Pemerintah Daerah Provinsi Dki Jakarta,Belanja Modal Pengadaan Konstruksi/Pembelian Gedung Sarana Olahraga Untuk Rehab Lapangan Sepakbola Cijantung,Works,504285158.25,Complete,Belanja Modal Pengadaan Konstruksi/Pembelian Gedung Sarana Olahraga Untuk Rehab Lapangan Sepakbola Cijantung,2018-11-14,403518772.12,Cv. Samjaya Mandiri,13,0.8001797505211428
2018-11-12,Pemerintah Daerah Provinsi Dki Jakarta,Belanja Modal Pengadaan Konstruksi/Pembelian Gedung Sarana Olahraga Untuk Rehab Lapangan Sepakbola Kelapa Dua Wetan,Works,450788497.91,Complete,Belanja Modal Pengadaan Konstruksi/Pembelian Gedung Sarana Olahraga Untuk Rehab Lapangan Sepakbola Kelapa Dua Wetan,2018-11-12,371498169.38,Cv. Arian Luga Karya,12,0.8241074719128474
2018-11-12,Pemerintah Daerah Provinsi Dki Jakarta,Belanja Modal Pengadaan Konstruksi/Pembelian Gedung Sarana Olahraga Untuk Rehab Lapangan Sepakbola Cibubur,Works,396314317.62,Complete,Belanja Modal Pengadaan Konstruksi/Pembelian Gedung Sarana Olahraga Untuk Rehab Lapangan Sepakbola Cibubur,2018-11-12,317054450.74,Pt. Sirara Agung Jaya,12,0.8000075612812022
2018-11-14,Pemerintah Daerah Provinsi Dki Jakarta,Belanja Modal Pengadaan Konstruksi/Pembelian Gedung Sarana Olahraga Untuk Rehab Lapangan Sepakbola Lubang Buaya,Works,477620193.75,Complete,Belanja Modal Pengadaan Konstruksi/Pembelian Gedung Sarana Olahraga Untuk Rehab Lapangan Sepakbola Lubang Buaya,2018-11-14,382096154.54,Pt.Tara Bintang Permai,13,0.7999999990368917
2018-11-14,Pemerintah Daerah Provinsi Dki Jakarta,"Belanja Modal Pengadaan Konstruksi/Pembelian Gedung Kantor Untuk Peninggian Tembok Pembatas Lapangan Sepakbola Dan Saluran Lapangan Sepakbola Gor Ciracas,",Works,593747730.39,Complete,"Belanja Modal Pengadaan Konstruksi/Pembelian Gedung Kantor Untuk Peninggian Tembok Pembatas Lapangan Sepakbola Dan Saluran Lapangan Sepakbola Gor Ciracas,",2018-11-14,480912640.2,Pt. Beta Lestari Prima,13,0.8099612269408004
2018-11-08,Pemerintah Daerah Provinsi Dki Jakarta,Belanja Pemeliharaan Alat - Alat Kedokteran Umum,Services,557257501.0,Complete,Belanja Pemeliharaan Alat - Alat Kedokteran Umum,2018-11-08,503534900.0,Pt. Global Promedika Services,15,0.9035946561444311
2018-11-12,Pemerintah Daerah Provinsi Dki Jakarta,Pengadaan Peralatan Dan Perlengkapan Kerja Perawatan Taman Dan Makam,Goods,1122121143.0,Complete,Pengadaan Peralatan Dan Perlengkapan Kerja Perawatan Taman Dan Makam,2018-11-12,996235740.5,Cv. Jeselindo Jaya,17,0.8878147842723608
2018-11-14,Pemerintah Daerah Provinsi Dki Jakarta,Belanja Sarana Dan Prasarana Warong,Goods,421135000.0,Complete,Belanja Sarana Dan Prasarana Warong,2018-11-14,338580000.0,Cv.Brilian Krisdatama,16,0.8039702233250621
2018-11-01,Pemerintah Daerah Provinsi Dki Jakarta,"Pencetakan Materi Promosi Dan Konseling Kespro (Lembar Balik Kb Pp, & Pk, Kespro Bagi Bkb, Pik-R)",Goods,331848660.0,Complete,"Pencetakan Materi Promosi Dan Konseling Kespro (Lembar Balik Kb Pp, & Pk, Kespro Bagi Bkb, Pik-R)",2018-11-01,257198205.0,Cv. Aditia Utama Mandiri,3,0.7750466884512959
2018-11-09,Pemerintah Daerah Provinsi Dki Jakarta,Pengadaan Pakaian Dinas Petugas Lapangan,Goods,245630000.0,Complete,Pengadaan Pakaian Dinas Petugas Lapangan,2018-11-09,206552500.0,Prima Buana Persada,15,0.8409090909090909
2018-11-15,Pemerintah Daerah Provinsi Dki Jakarta,Penyediaan  Bahan Dan Alat Kerja Up Tmr,Goods,4081864492.74,Complete,Penyediaan  Bahan Dan Alat Kerja Up Tmr,2018-11-15,3985733400.0,Pt. Denaku Persada,20,0.9764492199799923
2018-11-05,Pemerintah Daerah Provinsi Dki Jakarta,Belanja Pengadaan Gondola Gedung,Goods,1201805000.0,Complete,Belanja Pengadaan Gondola Gedung,2018-11-05,1118700000.0,Pt. Dharma Mitra Perkasa,5,0.9308498466889388
2018-11-14,Pemerintah Daerah Provinsi Dki Jakarta,Pengadaan Karcis Di Ruang Milik Jalan (Karcis Tepi Jalan),Goods,412758500.0,Complete,Pengadaan Karcis Di Ruang Milik Jalan (Karcis Tepi Jalan),2018-11-14,404558000.0,Cv. Karya Indonesia,16,0.9801324503311258
2018-11-19,Pemerintah Daerah Provinsi Dki Jakarta,Pembangunan/Peningkatan Pencahayaan Kota Pada Jalan Mht,Works,1235737580.0,Complete,Pembangunan/Peningkatan Pencahayaan Kota Pada Jalan Mht,2018-11-19,1073737500.0,Pt. Bona Morinta Teknik,24,0.8689041406347778
2018-11-19,Pemerintah Daerah Provinsi Dki Jakarta,Belanja Modal Pengadaan Alat-Alat Laboratorium Kesehatan Rsu Adhyaksa,Goods,957010297.25,Complete,Belanja Modal Pengadaan Alat-Alat Laboratorium Kesehatan Rsu Adhyaksa,2018-11-19,899307200.0,Pt. Obed Star Cemerlang,21,0.939704831373485
2018-11-08,Pemerintah Daerah Provinsi Dki Jakarta,"Peningkatan Sarana, Prasarana Dan Utilitas Di Kelurahan Cakung Barat Kecamatan Cakung (Penataan Kawasan Permukiman Terpadu)",Works,5447512936.44,Complete,"Peningkatan Sarana, Prasarana Dan Utilitas Di Kelurahan Cakung Barat Kecamatan Cakung (Penataan Kawasan Permukiman Terpadu)",2018-11-08,5159228451.16,Pt. Mega Bintang Abadi,13,0.9470796143774931
2018-11-08,Pemerintah Daerah Provinsi Dki Jakarta,"Peningkatan Sarana, Prasarana Dan Utilitas Di Kelurahan Cipinang Besar Utara Kecamatan Jatinegara (Penataan Kawasan Permukiman Terpadu)",Works,2087281889.53,Complete,"Peningkatan Sarana, Prasarana Dan Utilitas Di Kelurahan Cipinang Besar Utara Kecamatan Jatinegara (Penataan Kawasan Permukiman Terpadu)",2018-11-08,2034998924.33,Pt. Golan Karya Sejahtera,10,0.9749516510145293
2018-11-08,Pemerintah Daerah Provinsi Dki Jakarta,Belanja Alat Kebersihan Dan Bahan Pembersih,Goods,312222680.0,Complete,Belanja Alat Kebersihan Dan Bahan Pembersih,2018-11-08,269460840.0,Cv  Maju Bersama,2,0.8630405709156042
2018-11-05,Pemerintah Daerah Provinsi Dki Jakarta,Penyediaan Perlengkapan Unit Penanggulangan Kebakaran Dan Penyelamatan (Lelang Ulang),Goods,1507275000.0,Complete,Penyediaan Perlengkapan Unit Penanggulangan Kebakaran Dan Penyelamatan (Lelang Ulang),2018-11-05,1117600000.0,Pt. Cakra Globalindo Sakti,5,0.7414705345739828
2018-11-19,Pemerintah Daerah Provinsi Dki Jakarta,Pengadaan Peralatan Dan Perlengkapan Kerja Perawatan Taman Dan Makam_Kategori1,Goods,1310634926.0,Complete,Pengadaan Peralatan Dan Perlengkapan Kerja Perawatan Taman Dan Makam_Kategori1,2018-11-19,1218717588.0,Pt. Rapima Nusa Mandiri,17,0.9298680844096474
2018-11-12,Pemerintah Daerah Provinsi Dki Jakarta,Pengadaan Peralatan Dan Perlengkapan Kerja Perawatan Taman Dan Makam Di Wilayah Jakarta Timur,Goods,1573370856.94,Complete,Pengadaan Peralatan Dan Perlengkapan Kerja Perawatan Taman Dan Makam Di Wilayah Jakarta Timur,2018-11-12,1462538000.0,Cv. Sarimas Putra Andalas,12,0.9295570675844629
2018-11-19,Pemerintah Daerah Provinsi Dki Jakarta,Peningkatan Toilet Terminal Terpadu Pulo Gebang,Works,1173986055.77,Complete,Peningkatan Toilet Terminal Terpadu Pulo Gebang,2018-11-19,983125397.02,Pt. Bangun Sinar Cemerlang,14,0.8374251058503269
2018-11-07,Pemerintah Daerah Provinsi Dki Jakarta,Pengadaan Detektor Logam,Goods,2010800000.0,Complete,Pengadaan Detektor Logam,2018-11-07,1272700000.0,Cv Catur Karya Abadi,5,0.6329321663019694
2018-11-13,Pemerintah Daerah Provinsi Dki Jakarta,Pengadaan Saluran Precast Di Wilayah Jakarta Selatan,Goods,7056123250.0,Complete,Pengadaan Saluran Precast Di Wilayah Jakarta Selatan,2018-11-13,6759500000.0,Pt. Denaku Persada,12,0.9579622918292987
2018-11-15,Pemerintah Daerah Provinsi Dki Jakarta,Pengadaan Sarana Penangkapan Ikan,Goods,4701950000.0,Complete,Pengadaan Sarana Penangkapan Ikan,2018-11-15,4427984000.0,Pt. Panorama Cakra Buana,14,0.9417335360860919
2018-11-08,Pemerintah Daerah Provinsi Dki Jakarta,Belanja Modal Pengadaan Komputer Note Book/Laptop,Goods,222459600.0,Complete,Belanja Modal Pengadaan Komputer Note Book/Laptop,2018-11-08,203500000.0,Cv. Ganda Ria,3,0.914772839652683
2018-11-19,Pemerintah Daerah Provinsi Dki Jakarta,Belanja Pakaian Olahraga,Goods,909301158.7,Complete,Belanja Pakaian Olahraga,2018-11-19,770363000.0,Pt.Tara Bintang Permai,17,0.8472033634064255
2018-11-14,Pemerintah Daerah Provinsi Dki Jakarta,Pengadaan Seragam Petugas Lapangan,Goods,287100000.0,Complete,Pengadaan Seragam Petugas Lapangan,2018-11-14,191400000.0,Cv. Indah Bersinar,12,0.6666666666666666
2018-11-19,Pemerintah Daerah Provinsi Dki Jakarta,Pembangunan Prasarana Dan Sarana Pkl Di Rusunawa Wilayah Kota Administrasi Jakarta Utara,Works,1235724000.0,Complete,Pembangunan Prasarana Dan Sarana Pkl Di Rusunawa Wilayah Kota Administrasi Jakarta Utara,2018-11-19,1213654000.0,Cv. Rama Putra Utama,18,0.9821400247951808
2018-11-16,Pemerintah Daerah Provinsi Dki Jakarta,Pengadaan Ban Kendaraan Dinas Operasional Dan Ban Alat-Alat Berat,Goods,6715027440.0,Complete,Pengadaan Ban Kendaraan Dinas Operasional Dan Ban Alat-Alat Berat,2018-11-16,5176963963.6,Pt Berkat Sahabat Sejati,14,0.7709520191625606
2018-11-21,Pemerintah Daerah Provinsi Dki Jakarta,Belanja Pemeliharaan Gedung Kantor Rsu Adhyaksa,Works,531440165.14,Complete,Belanja Pemeliharaan Gedung Kantor Rsu Adhyaksa,2018-11-21,425152142.21,Pt.Alfa Kreasi Utama,15,0.8000000190011983
2018-11-14,Pemerintah Daerah Provinsi Dki Jakarta,Pengadaan Ban Kdo/Kdo Khusus,Goods,8173801000.0,Complete,Pengadaan Ban Kdo/Kdo Khusus,2018-11-14,5792170362.0,Pt Berkat Sahabat Sejati,12,0.708626300297744
2018-11-22,Pemerintah Daerah Provinsi Dki Jakarta,Belanja Pemeliharaan Gedung Kantor (Rutin/Berkala),Works,1627692234.26,Complete,Belanja Pemeliharaan Gedung Kantor (Rutin/Berkala),2018-11-22,1562462171.66,Cv. Areta Jaya,17,0.9599248179557387
2018-11-15,Pemerintah Daerah Provinsi Dki Jakarta,Pengadaan Alat Pemroses Air Minum Ro Di Kawasan Monumen Nasional,Goods,401720000.0,Complete,Pengadaan Alat Pemroses Air Minum Ro Di Kawasan Monumen Nasional,2018-11-15,361548000.0,Cv. Duta Bima Abadi,3,0.9
2018-11-21,Pemerintah Daerah Provinsi Dki Jakarta,Belanja  Ban Kendaraan Dinas Operasional Ban Bus Sekolah,Goods,1560834534.6,Complete,Belanja  Ban Kendaraan Dinas Operasional Ban Bus Sekolah,2018-11-21,994653000.0,Kana Surya Gemilang,7,0.6372571710523454
2018-11-19,Pemerintah Daerah Provinsi Dki Jakarta,Penyediaan Alat Listrik,Goods,255834542.7,Complete,Penyediaan Alat Listrik,2018-11-19,175062250.0,Lalindo Jaya Abadi,4,0.6842791757221142
2018-11-22,Pemerintah Daerah Provinsi Dki Jakarta,Pembuatan Bahan Promosi Pariwisata Dan Kebudayaan Jakarta,Services,2873662000.0,Complete,Pembuatan Bahan Promosi Pariwisata Dan Kebudayaan Jakarta,2018-11-22,2673550000.0,Pt. Naurah Dinamika Nusantara,17,0.9303634178271488
2018-11-26,Pemerintah Daerah Provinsi Dki Jakarta,Belanja Modal Pengadaan Vertikal Blind/Korden,Goods,717742637.7,Complete,Belanja Modal Pengadaan Vertikal Blind/Korden,2018-11-26,610302000.0,Cv. Simpul Prima Gemilang,14,0.8503075725802042
2018-11-21,Pemerintah Daerah Provinsi Dki Jakarta,Pembangunan Pencahayaan Kota Pada Jalan Inspeksi/ Bantaran Kali,Works,495055880.0,Complete,Pembangunan Pencahayaan Kota Pada Jalan Inspeksi/ Bantaran Kali,2018-11-21,478284400.0,Pt. Anugrah Rizky Ananda,15,0.9661220466667318
2018-11-14,Pemerintah Daerah Provinsi Dki Jakarta,Pengadaaan Peralatan Uji Kendaraan Bermotor Up Pkb Pulogadung,Goods,733507500.0,Complete,Pengadaaan Peralatan Uji Kendaraan Bermotor Up Pkb Pulogadung,2018-11-14,689260000.0,Pt Berko Berkah Mandiri,2,0.939676826753646
2018-11-13,Pemerintah Daerah Provinsi Dki Jakarta,Belanja Modal Pengadaan Perangkat Lunak (Ioc License),Goods,601577598.6,Complete,Belanja Modal Pengadaan Perangkat Lunak (Ioc License),2018-11-13,544500000.0,Pt. Metrocom Global Solusi,4,0.9051201395583349
2018-11-27,Pemerintah Daerah Provinsi Dki Jakarta,Pengadaan Barang Inventaris Kantor (Belanja Pengadaan Alat Olah Raga Air),Goods,402742725.0,Complete,Pengadaan Barang Inventaris Kantor (Belanja Pengadaan Alat Olah Raga Air),2018-11-27,402600000.0,Pt. Sriayu Multi Kreasi,18,0.9996456174348028
2018-11-26,Pemerintah Daerah Provinsi Dki Jakarta,Pengadaan Kontainer Besar,Goods,792000000.0,Complete,Pengadaan Kontainer Besar,2018-11-26,720000006.0,Cv. Pan Jaya,14,0.9090909166666666
2018-11-30,Pemerintah Daerah Provinsi Dki Jakarta,Pengadaan Portable Fire Pump,Goods,1557600000.0,Complete,Pengadaan Portable Fire Pump,2018-11-30,1543159992.0,Pt Anugerah Mekatama Sejahtera,16,0.9907293220338983
2018-12-04,Pemerintah Daerah Provinsi Dki Jakarta,Belanja Premi Asuransi Barang Milik Daerah (Gedung/Bangunan),Services,13584140785.82,Complete,Belanja Premi Asuransi Barang Milik Daerah (Gedung/Bangunan),2018-12-04,12507497972.0,Pt. Asuransi Bangun Askrida,21,0.9207426637580296
2018-11-21,Pemerintah Daerah Provinsi Dki Jakarta,Peningkatan Kapasitas Dan Fungsionalitas Ruang Server Untuk Pelayanan Pajak Dan Retribusi Daerah - Revitalisasi Datacenter,Goods,4078647226.5,Complete,Peningkatan Kapasitas Dan Fungsionalitas Ruang Server Untuk Pelayanan Pajak Dan Retribusi Daerah - Revitalisasi Datacenter,2018-11-21,3921830000.0,Pt. Data Center Integrasi,6,0.9615516572551019
2018-11-19,Pemerintah Daerah Provinsi Dki Jakarta,Belanja Modal Pengadaan Alat-Alat Laboratorium Kesehatan,Goods,1188000000.0,Complete,Belanja Modal Pengadaan Alat-Alat Laboratorium Kesehatan,2018-11-19,1114525500.0,Pt Asri Trisna Mandiri,4,0.9381527777777777
2018-11-23,Pemerintah Daerah Provinsi Dki Jakarta,Peningkatan Sarana. Prasarana Dan Utilitas Di Kelurahan Ancol,Works,538367076.9,Complete,Peningkatan Sarana. Prasarana Dan Utilitas Di Kelurahan Ancol,2018-11-23,522425806.01,Cv. Pillar Putra Rango,10,0.9703895881193325
2018-11-21,Pemerintah Daerah Provinsi Dki Jakarta,Pengadaan Alat Peraga Edukatif Pendidikan Anak Usia Dini (Ape-Paud),Goods,304077312.0,Complete,Pengadaan Alat Peraga Edukatif Pendidikan Anak Usia Dini (Ape-Paud),2018-11-21,295772400.0,Cv. Jihan Multi Sarana,6,0.9726881563593932
2018-11-29,Pemerintah Daerah Provinsi Dki Jakarta,Pembayaran Premi Asuransi Nelayan,Services,546525000.0,Complete,Pembayaran Premi Asuransi Nelayan,2018-11-29,546525000.0,Pt. Asuransi Jasa Indonesia (Persero),13,1.0
2018-11-21,Pemerintah Daerah Provinsi Dki Jakarta,Pengadaan Sarana Dan Prasarana Warung,Goods,337158455.0,Complete,Pengadaan Sarana Dan Prasarana Warung,2018-11-21,228844000.0,Cv.Arta Liena,5,0.6787431743332671
2018-11-23,Pemerintah Daerah Provinsi Dki Jakarta,Belanja Modal Pengadaan Alat-Alat Kamar Operasi,Goods,569138596.0,Complete,Belanja Modal Pengadaan Alat-Alat Kamar Operasi,2018-11-23,545050000.0,Pt. Alfarindo Gemilang Jaya,4,0.9576753427560551
2018-11-28,Pemerintah Daerah Provinsi Dki Jakarta,Belanja Bantuan Sosial Barang Kebutuhan Uep,Goods,667425000.0,Complete,Belanja Bantuan Sosial Barang Kebutuhan Uep,2018-11-28,528000000.0,Mangun Jaya Utama,13,0.7911001236093943
2018-11-26,Pemerintah Daerah Provinsi Dki Jakarta,Belanja Modal Pengadaan Komputer/Pc,Goods,276049400.0,Complete,Belanja Modal Pengadaan Komputer/Pc,2018-11-26,263780000.0,Pt. Amizio Menara Investama,5,0.9555536074340317
2018-11-23,Pemerintah Daerah Provinsi Dki Jakarta,Pengadaan Alat Peraga Edukatif Pendidikan Anak Usia Dini (Ape-Paud),Goods,555588000.0,Complete,Pengadaan Alat Peraga Edukatif Pendidikan Anak Usia Dini (Ape-Paud),2018-11-23,510807000.0,Pt. Borsak Jaya Sejahtera,4,0.9193989071038251
2018-11-27,Pemerintah Daerah Provinsi Dki Jakarta,Belanja Sewa Sarana Mobilitas Darat,Services,622200000.0,Complete,Belanja Sewa Sarana Mobilitas Darat,2018-11-27,599412000.0,Pt. Gading Persada Mandiri,4,0.9633751205400193
2018-11-28,Pemerintah Daerah Provinsi Dki Jakarta,Pengadaan Perkakas Kerja,Goods,668489800.0,Complete,Pengadaan Perkakas Kerja,2018-11-28,606122000.0,Cv. Surya Citra Mandiri,2,0.9067034381078066
2018-12-06,Pemerintah Daerah Provinsi Dki Jakarta,Pengadaan Alat Peraga Edukatif Pendidikan Anak Usia Dini (Ape-Paud),Goods,321107220.0,Complete,Pengadaan Alat Peraga Edukatif Pendidikan Anak Usia Dini (Ape-Paud),2018-12-06,305976000.0,Cv. Putri Mahakam Kalisamarindo,13,0.9528779826252427
